ASV,kingdom,phylum,class,order,family,genus,HexColor,ColorOrder
ASV_1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>,#1CF7EB,108
ASV_10,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group,#918075,91
ASV_100,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,#BEA89A,104
ASV_1000,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,#5875DE,83
ASV_1001,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Kroppenstedtia,#5875DE,83
ASV_1002,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,#D0D0D0,188
ASV_1003,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<not present>,#D0D0D0,188
ASV_1004,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,#EE2C2C,146
ASV_1005,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1006,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>,#D0D0D0,188
ASV_1007,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,#D0D0D0,188
ASV_1008,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,#5875DE,83
ASV_1009,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_101,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,#BEA89A,104
ASV_1010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_1011,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>,#D0D0D0,188
ASV_1012,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1013,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_1014,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,#5875DE,83
ASV_1015,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1016,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,#D0D0D0,188
ASV_1017,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,#5875DE,83
ASV_1018,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1019,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,#D0D0D0,188
ASV_102,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1020,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_1021,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1022,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,#FBA22E,62
ASV_1023,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1024,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,#BEA89A,104
ASV_1025,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,#D0D0D0,188
ASV_1026,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,#BEA89A,104
ASV_1027,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1028,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>,#5875DE,83
ASV_1029,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_103,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,#BEA89A,104
ASV_1030,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_1031,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,#BEA89A,104
ASV_1032,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,#5875DE,83
ASV_1033,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1034,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1035,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,<not present>,#5875DE,83
ASV_1036,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,#5875DE,83
ASV_1037,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1038,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1039,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_104,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,<not present>,#BEA89A,104
ASV_1040,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_1041,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfohalotomaculum,#D0D0D0,188
ASV_1042,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,<not present>,<not present>,#D0D0D0,188
ASV_1043,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_1044,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1045,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1046,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1047,Bacteria,Firmicutes,Clostridia,Eubacteriales,Garciellaceae,Rhabdanaerobium,#BEA89A,104
ASV_1048,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>,#D0D0D0,188
ASV_1049,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_105,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1050,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_1051,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1052,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,#D0D0D0,188
ASV_1053,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>,#D0D0D0,188
ASV_1054,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfohalotomaculum,#D0D0D0,188
ASV_1055,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1056,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_1057,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_1058,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>,#D0D0D0,188
ASV_1059,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_106,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1060,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_1061,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1062,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,#5875DE,83
ASV_1063,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,#D0D0D0,188
ASV_1064,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1065,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1066,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_1067,Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibaculum,<not present>,#BEA89A,104
ASV_1068,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1069,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_107,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1070,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_1071,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,#D0D0D0,188
ASV_1072,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_1073,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#5875DE,83
ASV_1074,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001,#BEA89A,104
ASV_1075,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_1076,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Incertae Sedis,#BEA89A,104
ASV_1077,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1078,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_1079,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,#5875DE,83
ASV_108,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_1080,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,#D0D0D0,188
ASV_1081,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,#D0D0D0,188
ASV_1082,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,#D0D0D0,188
ASV_1083,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,#EE2C2C,146
ASV_1084,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_1085,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_1086,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,<not present>,#5875DE,83
ASV_1087,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_1088,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1089,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>,#18E3D9,120
ASV_109,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#D6BDAD,84
ASV_1090,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,#D0D0D0,188
ASV_1091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_1092,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,#BEA89A,104
ASV_1093,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,146
ASV_1094,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_1095,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1096,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,#BEA89A,104
ASV_1097,Bacteria,Actinobacteriota,<not present>,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_1098,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_1099,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_11,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#B49F91,95
ASV_110,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-006,#BEA89A,104
ASV_1100,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Gallicola,#BEA89A,104
ASV_1101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,#5875DE,83
ASV_1102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,146
ASV_1103,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>,#BEA89A,104
ASV_1104,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_1105,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,#D0D0D0,188
ASV_1106,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>,#D0D0D0,188
ASV_1107,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,#D0D0D0,188
ASV_1108,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Alkaliphilus,<not present>,#BEA89A,104
ASV_1109,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_111,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,#BEA89A,104
ASV_1110,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,#D0D0D0,188
ASV_1111,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_1112,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,#BEA89A,104
ASV_1113,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>,#5875DE,83
ASV_1114,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,#D0D0D0,188
ASV_1115,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1116,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1117,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sinibacillus,#5875DE,83
ASV_1118,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#D0D0D0,188
ASV_1119,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_112,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1120,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,#5875DE,83
ASV_1121,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1122,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,#D0D0D0,188
ASV_1123,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,#BEA89A,104
ASV_1124,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,<not present>,<not present>,#EE2C2C,146
ASV_1125,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1126,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1127,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,#5875DE,83
ASV_1128,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,#D0D0D0,188
ASV_1129,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_113,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#4665CF,69
ASV_1130,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_1131,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,#D0D0D0,188
ASV_1132,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,#D0D0D0,188
ASV_1133,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1134,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,#D0D0D0,188
ASV_1135,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,#D0D0D0,188
ASV_1136,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,#25B536,8
ASV_1137,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,#BEA89A,104
ASV_1138,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,<not present>,#BEA89A,104
ASV_1139,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriales Incertae Sedis,<not present>,#D0D0D0,188
ASV_114,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1140,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,#5875DE,83
ASV_1141,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1142,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,#D0D0D0,188
ASV_1143,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,#5875DE,83
ASV_1144,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>,#D0D0D0,188
ASV_1145,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,#5875DE,83
ASV_1146,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#D0D0D0,188
ASV_1147,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,#5875DE,83
ASV_1148,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1149,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,#D0D0D0,188
ASV_115,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,#BEA89A,104
ASV_1150,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,#5875DE,83
ASV_1151,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,#BEA89A,104
ASV_1152,Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibaculum,<not present>,#BEA89A,104
ASV_1153,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_1154,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#5875DE,83
ASV_1155,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,#BEA89A,104
ASV_1156,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1157,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1158,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_1159,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,#D0D0D0,188
ASV_116,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#4D6BD5,74
ASV_1160,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_1161,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,#BEA89A,104
ASV_1162,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerospora,#D0D0D0,188
ASV_1163,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>,#BEA89A,104
ASV_1164,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>,#5875DE,83
ASV_1165,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1166,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,#BEA89A,104
ASV_1167,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,#5875DE,83
ASV_1168,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#CFB7A7,93
ASV_1169,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_117,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,#BEA89A,104
ASV_1170,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1171,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1172,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,#5875DE,83
ASV_1173,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,#5875DE,83
ASV_1174,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,#5875DE,83
ASV_1175,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,#D0D0D0,188
ASV_1176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,<not present>,#EE2C2C,146
ASV_1177,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,#EE2C2C,146
ASV_1179,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,#EE2C2C,146
ASV_118,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,#D8D8D8,173
ASV_1180,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,#BEA89A,104
ASV_1181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,#EE2C2C,146
ASV_1182,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1183,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Hungateiclostridium,#BEA89A,104
ASV_1184,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,#D0D0D0,188
ASV_1185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,#EE2C2C,146
ASV_1186,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,#D0D0D0,188
ASV_1187,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,#D0D0D0,188
ASV_1188,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,#5875DE,83
ASV_1189,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>,#D0D0D0,188
ASV_119,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_1190,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1191,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,#B1D13C,22
ASV_1192,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>,#5875DE,83
ASV_1193,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,#BEA89A,104
ASV_1194,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,#D0D0D0,188
ASV_1195,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_1196,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,#EE2C2C,146
ASV_1198,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1199,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_12,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#8E8E8E,169
ASV_120,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,<not present>,#BEA89A,104
ASV_1200,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,#D0D0D0,188
