Sample.ID,ASV,count
KP_Exp_4_D8_AVN1,ASV_1541,27
KP_Exp_4_D8_AVN1,ASV_1542,14
KP_Exp_4_D8_V2,ASV_1542,13
KP_Exp_4_D8_AVN4,ASV_1543,27
KP_Exp_4_D8_V2,ASV_1544,27
KP_exp_1_D9_I2,ASV_3658,27
KP_Exp_3_D8_I2,ASV_1545,26
KP_Exp_3_D8_I2,ASV_1546,26
KP_Exp_3_D8_I2,ASV_1547,26
KP_Exp_3_D8_I2,ASV_1548,26
KP_Exp_3_D8_I2,ASV_1549,26
KP_Exp_3_D8_I2,ASV_1550,26
KP_Exp_3_D8_I2,ASV_1551,21
KP_Exp_4_D8_AVN2,ASV_1551,5
KP_Exp_3_D8_I2,ASV_1553,12
KP_Exp_4_D8_AVN3,ASV_1553,14
KP_Exp_3_D8_I2,ASV_1554,6
KP_Exp_3_D8_I5,ASV_1554,8
KP_Exp_4_D8_V2,ASV_1554,12
KP_Exp_3_D8_I3,ASV_1555,26
KP_Exp_3_D8_I4,ASV_1556,11
KP_Exp_3_D8_I5,ASV_1556,15
KP_Exp_3_D8_I5,ASV_1557,26
KP_Exp_3_D8_I5,ASV_1558,26
KP_Exp_3_D8_I5,ASV_1559,26
KP_Exp_4_D8_A2,ASV_1560,26
KP_Exp_4_D8_A2,ASV_1561,8
KP_Exp_4_D8_AVN1,ASV_1561,18
KP_Exp_4_D8_A5,ASV_1562,20
KP_Exp_4_D8_AVN4,ASV_1562,6
KP_Exp_4_D8_AVN1,ASV_1563,26
KP_Exp_4_D8_AVN4,ASV_1564,26
KP_Exp_4_D8_V2,ASV_1565,26
KP_Exp_4_D8_V4,ASV_1566,26
KP_Exp_4_D8_V4,ASV_1567,26
KP_exp_1_D7_I3,ASV_3659,8
KP_exp_1_D9_I2,ASV_3659,18
KP_exp_1_D9_I2,ASV_3660,26
KP_exp_1_D9_I2,ASV_3661,26
KP_exp_1_D9_I2,ASV_3662,26
KP_Exp_3_D8_I1,ASV_1568,2
KP_Exp_3_D8_I3,ASV_1568,7
KP_Exp_4_D8_A2,ASV_1568,6
KP_Exp_4_D8_AVN2,ASV_1568,9
KP_Exp_4_D8_V4,ASV_1568,1
KP_Exp_3_D8_I2,ASV_1569,25
KP_Exp_3_D8_I2,ASV_1570,25
KP_Exp_3_D8_I2,ASV_1571,25
KP_Exp_3_D8_I2,ASV_1572,8
KP_Exp_3_D8_I5,ASV_1572,17
KP_Exp_3_D8_I5,ASV_1573,25
KP_Exp_3_D8_I5,ASV_1574,25
KP_Exp_3_D8_I5,ASV_1575,25
KP_Exp_3_D8_I5,ASV_1576,19
KP_Exp_4_D8_A2,ASV_1576,6
KP_Exp_4_D8_A1,ASV_1577,25
KP_Exp_4_D8_A5,ASV_1578,25
KP_Exp_4_D8_AVN1,ASV_1579,25
KP_Exp_4_D8_AVN1,ASV_1580,25
KP_Exp_4_D8_AVN1,ASV_1581,25
KP_Exp_4_D8_AVN1,ASV_1582,25
KP_Exp_4_D8_AVN1,ASV_1583,25
KP_Exp_4_D8_AVN1,ASV_1584,25
KP_Exp_4_D8_AVN1,ASV_2910,6
KP_exp_1_D9_I2,ASV_2910,19
KP_Exp_4_D8_AVN3,ASV_1585,5
KP_Exp_4_D8_AVN4,ASV_1585,8
KP_Exp_4_D8_V2,ASV_1585,8
KP_Exp_4_D8_V4,ASV_1585,4
KP_Exp_4_D8_AVN4,ASV_1586,25
KP_Exp_4_D8_V4,ASV_1587,25
KP_exp_1_D9_I2,ASV_3663,25
KP_exp_1_D9_I2,ASV_3664,25
KP_Exp_3_D8_C3,ASV_1588,11
KP_Exp_4_D8_C2,ASV_1588,9
KP_Exp_4_D8_C4,ASV_1588,4
KP_Exp_3_D8_I1,ASV_1589,24
KP_Exp_3_D8_I1,ASV_1590,11
KP_Exp_4_D8_A5,ASV_1590,13
KP_Exp_3_D8_I1,ASV_1591,8
KP_Exp_3_D8_I5,ASV_1591,2
KP_Exp_4_D8_A2,ASV_1591,9
KP_Exp_4_D8_V2,ASV_1591,5
KP_Exp_3_D8_I2,ASV_1592,24
KP_Exp_3_D8_I2,ASV_1593,24
KP_Exp_3_D8_I2,ASV_1594,24
KP_Exp_3_D8_I2,ASV_1595,12
KP_Exp_3_D8_I5,ASV_1595,12
KP_Exp_3_D8_I2,ASV_1596,1
KP_Exp_3_D8_I3,ASV_1596,13
KP_Exp_4_D8_A2,ASV_1596,10
KP_Exp_3_D8_I4,ASV_1597,6
KP_Exp_3_D8_I5,ASV_1597,18
KP_Exp_3_D8_I5,ASV_1598,24
KP_Exp_3_D8_I5,ASV_1599,24
KP_Exp_3_D8_I5,ASV_1600,24
KP_Exp_3_D8_I5,ASV_1601,24
KP_Exp_3_D8_I5,ASV_1602,24
KP_Exp_3_D8_I5,ASV_1603,24
KP_Exp_3_D8_I5,ASV_1604,24
KP_Exp_4_D8_A2,ASV_1605,24
KP_Exp_4_D8_A2,ASV_1606,16
KP_Exp_4_D8_AVN4,ASV_1606,8
KP_Exp_4_D8_AVN1,ASV_1607,24
KP_Exp_4_D8_AVN1,ASV_1608,24
KP_Exp_4_D8_AVN1,ASV_1609,24
KP_Exp_4_D8_C4,ASV_1730,8
KP_Exp_4_D8_Cp3,ASV_1730,12
KP_exp_1_D0_I1,ASV_1730,4
KP_Exp_4_D8_V2,ASV_1611,24
KP_Exp_4_D8_V2,ASV_1612,24
KP_exp_1_D9_I2,ASV_3665,24
KP_exp_1_D9_I2,ASV_3666,24
KP_Exp_3_D8_C1,ASV_1930,8
KP_Exp_4_D8_Cp4,ASV_1930,3
KP_Exp_4_D8_Cp5,ASV_1930,4
KP_exp_1_D0_C3,ASV_1930,8
KP_Exp_3_D8_C3,ASV_3667,1
KP_Exp_4_D8_AVN1,ASV_3667,8
KP_Exp_4_D8_C1,ASV_3667,1
KP_exp_1_D7_C3,ASV_3667,4
KP_exp_1_D7_II3,ASV_3667,1
KP_exp_1_D9_II1,ASV_3667,3
KP_exp_1_D9_II2,ASV_3667,1
KP_exp_1_D9_II3,ASV_3667,4
KP_Exp_3_D8_I1,ASV_1613,23
KP_Exp_3_D8_I2,ASV_1614,23
KP_Exp_3_D8_I2,ASV_1615,23
KP_Exp_3_D8_I2,ASV_1616,23
KP_Exp_3_D8_I2,ASV_1617,23
KP_Exp_3_D8_I2,ASV_1618,23
KP_Exp_3_D8_I2,ASV_1619,16
KP_Exp_4_D8_V1,ASV_1619,7
KP_Exp_3_D8_I2,ASV_1621,9
KP_Exp_3_D8_I4,ASV_1621,4
KP_Exp_3_D8_I5,ASV_1621,10
KP_Exp_3_D8_I4,ASV_1622,23
KP_Exp_3_D8_I4,ASV_1623,4
KP_Exp_4_D8_A5,ASV_1623,14
KP_Exp_4_D8_AVN3,ASV_1623,5
KP_Exp_3_D8_I5,ASV_1624,23
KP_Exp_3_D8_I5,ASV_1625,23
KP_Exp_3_D8_I5,ASV_1626,23
KP_Exp_3_D8_I5,ASV_2106,13
KP_exp_1_D9_I2,ASV_2106,10
KP_Exp_3_D8_I5,ASV_1627,7
KP_Exp_4_D8_AVN1,ASV_1627,13
KP_Exp_4_D8_AVN3,ASV_1627,3
KP_Exp_3_D8_I5,ASV_1628,6
KP_Exp_4_D8_V2,ASV_1628,17
KP_Exp_4_D8_A1,ASV_1629,23
KP_Exp_4_D8_A1,ASV_1630,23
KP_Exp_4_D8_A2,ASV_1632,23
KP_Exp_4_D8_A2,ASV_1633,6
KP_Exp_4_D8_AVN1,ASV_1633,10
KP_Exp_4_D8_V4,ASV_1633,7
KP_Exp_4_D8_A5,ASV_1634,23
KP_Exp_4_D8_AVN1,ASV_1635,23
KP_Exp_4_D8_AVN1,ASV_1636,23
KP_Exp_4_D8_AVN1,ASV_1637,23
KP_Exp_4_D8_AVN1,ASV_1638,23
KP_Exp_4_D8_AVN1,ASV_1639,23
KP_Exp_4_D8_AVN2,ASV_1640,23
KP_Exp_4_D8_V2,ASV_1641,23
KP_Exp_4_D8_V2,ASV_1642,23
KP_Exp_4_D8_V4,ASV_1643,23
KP_Exp_4_D8_V4,ASV_1644,23
KP_exp_1_D0_C1,ASV_3668,8
KP_exp_1_D9_C3,ASV_3668,15
KP_Exp_3_D8_C3,ASV_1645,22
KP_Exp_3_D8_I2,ASV_1646,22
KP_Exp_3_D8_I2,ASV_1647,22
KP_Exp_3_D8_I2,ASV_1648,22
KP_Exp_3_D8_I2,ASV_1649,17
KP_Exp_4_D8_V1,ASV_1649,5
KP_Exp_3_D8_I2,ASV_1650,17
KP_Exp_4_D8_AVN4,ASV_1650,5
KP_Exp_3_D8_I2,ASV_1887,16
KP_exp_1_D7_I3,ASV_1887,6
KP_Exp_3_D8_I3,ASV_1651,22
KP_Exp_3_D8_I4,ASV_1652,22
KP_Exp_3_D8_I4,ASV_1653,13
KP_Exp_4_D8_AVN2,ASV_1653,9
KP_Exp_3_D8_I5,ASV_1654,22
KP_Exp_3_D8_I5,ASV_1655,22
KP_Exp_3_D8_I5,ASV_1656,22
KP_Exp_3_D8_I5,ASV_1657,18
KP_Exp_4_D8_A5,ASV_1657,4
KP_Exp_3_D8_I5,ASV_1658,14
KP_Exp_4_D8_A1,ASV_1658,8
KP_Exp_3_D8_I5,ASV_2268,11
KP_exp_1_D7_I3,ASV_2268,11
KP_Exp_4_D8_A2,ASV_1659,22
KP_Exp_4_D8_A5,ASV_1660,12
KP_Exp_4_D8_AVN2,ASV_1660,10
KP_Exp_4_D8_AVN1,ASV_1661,22
KP_Exp_4_D8_AVN4,ASV_1662,22
KP_Exp_4_D8_V2,ASV_1663,22
KP_Exp_4_D8_V2,ASV_2313,11
KP_exp_1_D7_I3,ASV_2313,11
KP_Exp_4_D8_V4,ASV_1664,22
KP_Exp_4_D8_V4,ASV_1665,22
KP_Exp_4_D8_V4,ASV_1666,22
KP_Exp_4_D8_V4,ASV_1667,22
KP_exp_1_D7_I3,ASV_3669,22
KP_exp_1_D9_I2,ASV_3670,22
KP_exp_1_D9_I2,ASV_3671,22
KP_exp_1_D9_I2,ASV_3672,22
KP_Exp_3_D8_C2,ASV_1736,7
KP_Exp_3_D8_C3,ASV_1736,4
KP_Exp_3_D8_C4,ASV_1736,1
KP_Exp_3_D8_C5,ASV_1736,3
KP_Exp_4_D8_C1,ASV_1736,1
KP_Exp_4_D8_C3,ASV_1736,3
KP_exp_1_D7_II3,ASV_1736,2
KP_Exp_3_D8_I1,ASV_1669,21
KP_Exp_3_D8_I1,ASV_1671,4
KP_Exp_3_D8_I2,ASV_1671,12
KP_Exp_3_D8_I5,ASV_1671,5
KP_Exp_3_D8_I2,ASV_1672,21
KP_Exp_3_D8_I2,ASV_1673,21
KP_Exp_3_D8_I2,ASV_1674,21
KP_Exp_3_D8_I2,ASV_1779,18
KP_exp_1_D9_I1,ASV_1779,3
KP_Exp_3_D8_I2,ASV_1675,12
KP_Exp_4_D8_A2,ASV_1675,9
KP_Exp_3_D8_I2,ASV_1676,11
KP_Exp_3_D8_I5,ASV_1676,10
KP_Exp_3_D8_I2,ASV_1677,9
KP_Exp_3_D8_I4,ASV_1677,12
KP_Exp_3_D8_I2,ASV_1678,8
KP_Exp_3_D8_I5,ASV_1678,9
KP_Exp_4_D8_AVN2,ASV_1678,4
KP_Exp_3_D8_I4,ASV_1680,21
KP_Exp_3_D8_I4,ASV_1681,21
KP_Exp_3_D8_I4,ASV_1682,21
KP_Exp_3_D8_I4,ASV_1683,16
KP_Exp_4_D8_V2,ASV_1683,5
KP_Exp_3_D8_I4,ASV_1684,10
KP_Exp_4_D8_V4,ASV_1684,11
KP_Exp_3_D8_I4,ASV_1685,6
KP_Exp_3_D8_I5,ASV_1685,15
KP_Exp_3_D8_I4,ASV_1686,5
KP_Exp_3_D8_I5,ASV_1686,16
KP_Exp_3_D8_I5,ASV_1687,21
KP_Exp_3_D8_I5,ASV_1688,21
KP_Exp_3_D8_I5,ASV_1689,21
KP_Exp_3_D8_I5,ASV_1690,21
KP_Exp_3_D8_I5,ASV_1691,21
KP_Exp_3_D8_I5,ASV_1692,21
KP_Exp_4_D8_A1,ASV_1693,16
KP_Exp_4_D8_A5,ASV_1693,5
KP_Exp_4_D8_A1,ASV_1694,2
KP_Exp_4_D8_AVN1,ASV_1694,9
KP_Exp_4_D8_AVN3,ASV_1694,10
KP_Exp_4_D8_AVN1,ASV_1695,21
KP_Exp_4_D8_AVN1,ASV_1696,21
KP_Exp_4_D8_AVN1,ASV_1697,21
KP_Exp_4_D8_AVN1,ASV_1698,21
KP_Exp_4_D8_AVN1,ASV_1699,21
KP_Exp_4_D8_AVN1,ASV_1700,13
KP_Exp_4_D8_V1,ASV_1700,8
KP_Exp_4_D8_C1,ASV_1701,21
KP_exp_1_D9_I2,ASV_3673,21
KP_exp_1_D9_I2,ASV_3674,21
KP_Exp_3_D8_C2,ASV_3675,4
KP_Exp_3_D8_C3,ASV_3675,3
KP_Exp_4_D8_Cp1,ASV_3675,4
KP_Exp_4_D8_Cp5,ASV_3675,1
KP_Exp_4_D8_M3,ASV_3675,4
KP_exp_1_D9_C3,ASV_3675,4
KP_Exp_3_D8_I1,ASV_1703,20
KP_Exp_3_D8_I1,ASV_1704,13
KP_Exp_4_D8_V1,ASV_1704,7
KP_Exp_3_D8_I2,ASV_1705,20
KP_Exp_3_D8_I2,ASV_1706,20
KP_Exp_3_D8_I2,ASV_1707,20
KP_Exp_3_D8_I2,ASV_1708,20
KP_Exp_3_D8_I2,ASV_1709,20
KP_Exp_3_D8_I2,ASV_1710,20
KP_Exp_3_D8_I2,ASV_1711,20
KP_Exp_3_D8_I2,ASV_1712,20
KP_Exp_3_D8_I2,ASV_2161,12
KP_exp_1_D7_I2,ASV_2161,8
KP_Exp_3_D8_I2,ASV_1713,12
KP_Exp_4_D8_AVN1,ASV_1713,8
KP_Exp_3_D8_I3,ASV_1714,7
KP_Exp_4_D8_AVN1,ASV_1714,13
KP_Exp_3_D8_I4,ASV_1715,12
KP_Exp_4_D8_AVN4,ASV_1715,8
KP_Exp_3_D8_I4,ASV_1716,7
KP_Exp_4_D8_AVN3,ASV_1716,13
KP_Exp_3_D8_I5,ASV_1717,20
KP_Exp_3_D8_I5,ASV_1718,20
KP_Exp_3_D8_I5,ASV_1719,20
KP_Exp_3_D8_I5,ASV_1720,20
KP_Exp_3_D8_I5,ASV_2109,13
KP_exp_1_D7_I2,ASV_2109,7
KP_Exp_4_D8_A2,ASV_1721,20
KP_Exp_4_D8_A2,ASV_1722,20
KP_Exp_4_D8_A5,ASV_1723,13
KP_Exp_4_D8_V4,ASV_1723,7
KP_Exp_4_D8_AVN1,ASV_1724,20
KP_Exp_4_D8_AVN1,ASV_1725,20
KP_Exp_4_D8_AVN1,ASV_1726,20
KP_Exp_4_D8_AVN3,ASV_1727,20
KP_Exp_4_D8_AVN4,ASV_1728,20
KP_Exp_4_D8_C1,ASV_1729,20
KP_Exp_4_D8_V2,ASV_1731,20
KP_Exp_4_D8_V2,ASV_1732,20
KP_Exp_4_D8_V2,ASV_1733,20
KP_Exp_4_D8_V4,ASV_1734,20
KP_Exp_4_D8_V4,ASV_1735,20
KP_exp_1_D9_I2,ASV_3676,20
KP_exp_1_D9_I2,ASV_3677,20
KP_Exp_3_D8_C2,ASV_1737,5
KP_Exp_3_D8_C3,ASV_1737,1
KP_Exp_3_D8_C4,ASV_1737,6
KP_Exp_3_D8_C5,ASV_1737,1
KP_Exp_4_D8_Cp1,ASV_1737,6
KP_Exp_3_D8_C3,ASV_1738,19
KP_Exp_3_D8_C3,ASV_1739,19
KP_Exp_3_D8_I1,ASV_1740,19
KP_Exp_3_D8_I2,ASV_1741,19
KP_Exp_3_D8_I2,ASV_1742,19
KP_Exp_3_D8_I2,ASV_1743,19
KP_Exp_3_D8_I2,ASV_1744,19
KP_Exp_3_D8_I2,ASV_1745,12
KP_Exp_3_D8_I4,ASV_1745,7
KP_Exp_3_D8_I2,ASV_1746,11
KP_Exp_4_D8_A1,ASV_1746,8
KP_Exp_3_D8_I2,ASV_1747,9
KP_Exp_3_D8_I5,ASV_1747,5
KP_Exp_4_D8_AVN1,ASV_1747,5
KP_Exp_3_D8_I2,ASV_1748,8
KP_Exp_3_D8_I5,ASV_1748,11
KP_Exp_3_D8_I2,ASV_1749,7
KP_Exp_3_D8_I5,ASV_1749,12
KP_Exp_3_D8_I2,ASV_1750,3
KP_Exp_4_D8_V1,ASV_1750,16
KP_Exp_3_D8_I4,ASV_1751,19
KP_Exp_3_D8_I4,ASV_1752,19
KP_Exp_3_D8_I5,ASV_1753,19
KP_Exp_3_D8_I5,ASV_1754,19
KP_Exp_3_D8_I5,ASV_1755,19
KP_Exp_3_D8_I5,ASV_1756,9
KP_Exp_4_D8_V2,ASV_1756,10
KP_Exp_3_D8_I5,ASV_1757,6
KP_Exp_4_D8_V4,ASV_1757,13
KP_Exp_4_D8_A2,ASV_1758,19
KP_Exp_4_D8_A5,ASV_1759,19
KP_Exp_4_D8_A5,ASV_1760,5
KP_Exp_4_D8_AVN2,ASV_1760,7
KP_Exp_4_D8_AVN4,ASV_1760,7
KP_Exp_4_D8_AVN1,ASV_1761,19
KP_Exp_4_D8_AVN1,ASV_1762,19
KP_Exp_4_D8_AVN1,ASV_1763,19
KP_Exp_4_D8_AVN1,ASV_1764,19
KP_Exp_4_D8_AVN1,ASV_1765,6
KP_Exp_4_D8_AVN4,ASV_1765,13
KP_Exp_4_D8_AVN3,ASV_1766,19
KP_Exp_4_D8_AVN4,ASV_1767,19
KP_Exp_4_D8_AVN4,ASV_1768,7
KP_Exp_4_D8_V2,ASV_1768,12
KP_Exp_4_D8_V2,ASV_1769,19
KP_Exp_4_D8_V2,ASV_1770,19
KP_Exp_4_D8_V4,ASV_1771,19
KP_Exp_4_D8_V4,ASV_1772,19
KP_Exp_4_D8_V4,ASV_1773,19
KP_exp_1_D7_I2,ASV_3678,19
KP_exp_1_D7_I3,ASV_3679,19
KP_exp_1_D7_I3,ASV_3680,19
KP_exp_1_D9_I2,ASV_3681,19
KP_exp_1_D9_I2,ASV_3682,19
KP_Exp_3_D8_I1,ASV_1774,18
KP_Exp_3_D8_I1,ASV_1775,18
KP_Exp_3_D8_I1,ASV_2811,6
KP_exp_1_D7_I2,ASV_2811,12
KP_Exp_3_D8_I1,ASV_1776,4
KP_Exp_3_D8_I4,ASV_1776,14
KP_Exp_3_D8_I2,ASV_1777,18
KP_Exp_3_D8_I2,ASV_1780,18
KP_Exp_3_D8_I2,ASV_1781,18
KP_Exp_3_D8_I2,ASV_1782,18
KP_Exp_3_D8_I2,ASV_1783,18
KP_Exp_3_D8_I2,ASV_1784,18
KP_Exp_3_D8_I2,ASV_1785,18
KP_Exp_3_D8_I2,ASV_1786,18
KP_Exp_3_D8_I2,ASV_1787,18
KP_Exp_3_D8_I2,ASV_1788,18
KP_Exp_3_D8_I2,ASV_2340,10
KP_exp_1_D7_I3,ASV_2340,8
KP_Exp_3_D8_I2,ASV_1789,10
KP_Exp_3_D8_I5,ASV_1789,8
KP_Exp_3_D8_I2,ASV_1790,9
KP_Exp_4_D8_V2,ASV_1790,9
KP_Exp_3_D8_I2,ASV_1791,8
KP_Exp_4_D8_V1,ASV_1791,10
KP_Exp_3_D8_I2,ASV_1792,8
KP_Exp_4_D8_V2,ASV_1792,8
KP_Exp_4_D8_V4,ASV_1792,2
KP_Exp_3_D8_I2,ASV_1793,3
KP_Exp_4_D8_A1,ASV_1793,4
KP_Exp_4_D8_A2,ASV_1793,8
KP_Exp_4_D8_A5,ASV_1793,3
KP_Exp_3_D8_I5,ASV_1794,18
KP_Exp_3_D8_I5,ASV_1795,18
KP_Exp_3_D8_I5,ASV_1796,18
KP_Exp_3_D8_I5,ASV_1797,18
KP_Exp_3_D8_I5,ASV_1798,18
KP_Exp_3_D8_I5,ASV_1799,18
KP_Exp_3_D8_I5,ASV_1800,18
KP_Exp_3_D8_I5,ASV_1801,14
KP_Exp_4_D8_A2,ASV_1801,4
KP_Exp_3_D8_I5,ASV_1802,11
KP_Exp_4_D8_AVN2,ASV_1802,7
KP_Exp_3_D8_I5,ASV_1803,8
KP_Exp_4_D8_AVN4,ASV_1803,10
KP_Exp_3_D8_I5,ASV_1804,5
KP_Exp_4_D8_AVN1,ASV_1804,13
KP_Exp_4_D8_A1,ASV_1805,18
KP_Exp_4_D8_A2,ASV_1806,18
KP_Exp_4_D8_A2,ASV_1807,18
KP_Exp_4_D8_A5,ASV_1808,18
KP_Exp_4_D8_AVN1,ASV_1809,18
KP_Exp_4_D8_AVN1,ASV_1810,18
KP_Exp_4_D8_AVN1,ASV_1811,18
KP_Exp_4_D8_AVN1,ASV_1812,18
KP_Exp_4_D8_AVN1,ASV_1813,10
KP_Exp_4_D8_V2,ASV_1813,8
KP_Exp_4_D8_AVN4,ASV_1815,18
KP_Exp_4_D8_AVN4,ASV_1816,18
KP_Exp_4_D8_C1,ASV_1817,9
KP_Exp_4_D8_C2,ASV_1817,6
KP_Exp_4_D8_Cp1,ASV_1817,1
KP_Exp_4_D8_Cp2,ASV_1817,1
KP_Exp_4_D8_Cp4,ASV_1817,1
KP_Exp_4_D8_V1,ASV_1818,18
KP_Exp_4_D8_V2,ASV_1819,18
KP_Exp_4_D8_V2,ASV_1820,18
KP_Exp_4_D8_V4,ASV_1821,18
KP_exp_1_D7_I3,ASV_3683,18
KP_exp_1_D9_I2,ASV_3684,18
KP_exp_1_D9_I2,ASV_3685,18
KP_exp_1_D9_I2,ASV_3686,18
KP_exp_1_D9_I2,ASV_3687,18
KP_exp_1_D9_I2,ASV_3688,18
KP_exp_1_D9_I3,ASV_3689,18
KP_Exp_3_D8_C3,ASV_3690,1
KP_Exp_3_D8_C4,ASV_3690,2
KP_Exp_4_D8_C5,ASV_3690,1
KP_Exp_4_D8_Cp2,ASV_3690,4
KP_Exp_4_D8_Cp3,ASV_3690,1
KP_Exp_4_D8_Cp4,ASV_3690,3
KP_Exp_4_D8_M5,ASV_3690,3
KP_exp_1_D7_II1,ASV_3690,2
KP_Exp_3_D8_C4,ASV_3691,3
KP_Exp_4_D8_AVN2,ASV_3691,1
KP_Exp_4_D8_Cp4,ASV_3691,5
KP_exp_1_D0_C1,ASV_3691,2
KP_exp_1_D0_I1,ASV_3691,1
KP_exp_1_D7_C2,ASV_3691,1
KP_exp_1_D9_C1,ASV_3691,3
KP_exp_1_D9_C2,ASV_3691,1
KP_Exp_3_D8_I1,ASV_1822,17
KP_Exp_3_D8_I1,ASV_1824,6
KP_Exp_3_D8_I2,ASV_1824,11
KP_Exp_3_D8_I2,ASV_1825,17
KP_Exp_3_D8_I2,ASV_1826,17
KP_Exp_3_D8_I2,ASV_1827,17
KP_Exp_3_D8_I2,ASV_1828,17
KP_Exp_3_D8_I2,ASV_1829,17
KP_Exp_3_D8_I2,ASV_1830,17
KP_Exp_3_D8_I2,ASV_1831,17
KP_Exp_3_D8_I2,ASV_1832,17
KP_Exp_3_D8_I2,ASV_1833,17
KP_Exp_3_D8_I2,ASV_1834,17
KP_Exp_3_D8_I2,ASV_1835,13
KP_Exp_4_D8_AVN1,ASV_1835,4
KP_Exp_3_D8_I2,ASV_1836,11
KP_Exp_4_D8_A5,ASV_1836,6
KP_Exp_3_D8_I3,ASV_1838,9
KP_Exp_4_D8_V2,ASV_1838,8
KP_Exp_3_D8_I4,ASV_1839,17
KP_Exp_3_D8_I4,ASV_1840,17
KP_Exp_3_D8_I4,ASV_1841,17
KP_Exp_3_D8_I4,ASV_1842,9
KP_Exp_3_D8_I5,ASV_1842,8
KP_Exp_3_D8_I4,ASV_1843,6
KP_Exp_3_D8_I5,ASV_1843,11
KP_Exp_3_D8_I5,ASV_1844,17
KP_Exp_3_D8_I5,ASV_1845,17
KP_Exp_3_D8_I5,ASV_1846,17
KP_Exp_3_D8_I5,ASV_1847,17
KP_Exp_3_D8_I5,ASV_1848,17
KP_Exp_3_D8_I5,ASV_1849,17
KP_Exp_3_D8_I5,ASV_1850,17
KP_Exp_3_D8_I5,ASV_1851,17
KP_Exp_3_D8_I5,ASV_1852,17
KP_Exp_3_D8_I5,ASV_1853,17
KP_Exp_3_D8_I5,ASV_1854,17
KP_Exp_3_D8_I5,ASV_1855,17
KP_Exp_3_D8_I5,ASV_1856,17
KP_Exp_3_D8_I5,ASV_1857,17
KP_Exp_3_D8_I5,ASV_1858,17
KP_Exp_3_D8_I5,ASV_1859,14
KP_Exp_4_D8_A5,ASV_1859,3
KP_Exp_3_D8_I5,ASV_1860,9
KP_Exp_4_D8_V4,ASV_1860,8
KP_Exp_4_D8_A2,ASV_1861,17
KP_Exp_4_D8_A2,ASV_1862,17
KP_Exp_4_D8_A2,ASV_1863,11
KP_Exp_4_D8_AVN1,ASV_1863,6
KP_Exp_4_D8_A2,ASV_1864,7
KP_Exp_4_D8_AVN1,ASV_1864,10
KP_Exp_4_D8_A5,ASV_1865,17
KP_Exp_4_D8_AVN1,ASV_1866,17
KP_Exp_4_D8_AVN1,ASV_1867,17
KP_Exp_4_D8_AVN1,ASV_1868,17
KP_Exp_4_D8_AVN3,ASV_1869,17
KP_Exp_4_D8_AVN3,ASV_1870,8
KP_Exp_4_D8_V1,ASV_1870,9
KP_Exp_4_D8_AVN4,ASV_1871,17
KP_Exp_4_D8_M5,ASV_2213,12
KP_exp_1_D7_C1,ASV_2213,5
KP_Exp_4_D8_V2,ASV_1872,17
KP_Exp_4_D8_V2,ASV_1873,17
KP_Exp_4_D8_V2,ASV_1875,17
KP_Exp_4_D8_V4,ASV_1876,17
KP_exp_1_D7_I3,ASV_3692,17
KP_exp_1_D7_I3,ASV_3693,17
KP_exp_1_D9_I2,ASV_3694,17
KP_exp_1_D9_I2,ASV_3695,17
KP_exp_1_D9_I2,ASV_3696,17
KP_exp_1_D9_I2,ASV_3697,17
KP_exp_1_D9_I2,ASV_3698,17
KP_Exp_3_D8_I1,ASV_1877,16
KP_Exp_3_D8_I1,ASV_1878,7
KP_Exp_4_D8_AVN3,ASV_1878,9
KP_Exp_3_D8_I1,ASV_1879,4
KP_Exp_4_D8_AVN2,ASV_1879,8
KP_Exp_4_D8_AVN3,ASV_1879,4
KP_Exp_3_D8_I1,ASV_1880,3
KP_Exp_3_D8_I2,ASV_1880,2
KP_Exp_4_D8_A1,ASV_1880,2
KP_Exp_4_D8_A5,ASV_1880,4
KP_Exp_4_D8_AVN2,ASV_1880,4
KP_Exp_4_D8_AVN4,ASV_1880,1
KP_Exp_3_D8_I2,ASV_1881,16
KP_Exp_3_D8_I2,ASV_1882,16
KP_Exp_3_D8_I2,ASV_1883,16
KP_Exp_3_D8_I2,ASV_1884,16
KP_Exp_3_D8_I2,ASV_1885,16
KP_Exp_3_D8_I2,ASV_1886,16
KP_Exp_3_D8_I2,ASV_1888,16
KP_Exp_3_D8_I2,ASV_1889,16
KP_Exp_3_D8_I2,ASV_1890,16
KP_Exp_3_D8_I2,ASV_1891,8
KP_Exp_3_D8_I5,ASV_1891,8
KP_Exp_3_D8_I3,ASV_1892,4
KP_Exp_3_D8_I5,ASV_1892,12
KP_Exp_3_D8_I4,ASV_1893,16
KP_Exp_3_D8_I4,ASV_1894,16
KP_Exp_3_D8_I5,ASV_1895,16
KP_Exp_3_D8_I5,ASV_1896,16
KP_Exp_3_D8_I5,ASV_1897,16
KP_Exp_3_D8_I5,ASV_1898,16
KP_Exp_3_D8_I5,ASV_1899,16
KP_Exp_3_D8_I5,ASV_1900,16
KP_Exp_3_D8_I5,ASV_1901,16
KP_Exp_3_D8_I5,ASV_1902,10
KP_Exp_4_D8_A1,ASV_1902,6
KP_Exp_3_D8_I5,ASV_2720,7
KP_exp_1_D7_I3,ASV_2720,9
KP_Exp_3_D8_I5,ASV_1903,7
KP_Exp_4_D8_AVN3,ASV_1903,9
