Sample.ID,ASV,count
KP_Exp_3_D8_C1,ASV_1,43702
KP_Exp_3_D8_C2,ASV_1,1758
KP_Exp_3_D8_C3,ASV_1,119686
KP_Exp_3_D8_C4,ASV_1,6592
KP_Exp_3_D8_C5,ASV_1,93029
KP_Exp_3_D8_I1,ASV_1,536
KP_Exp_3_D8_I2,ASV_1,578
KP_Exp_3_D8_I3,ASV_1,282
KP_Exp_3_D8_I4,ASV_1,118
KP_Exp_3_D8_I5,ASV_1,350
KP_Exp_4_D8_A1,ASV_1,758
KP_Exp_4_D8_A2,ASV_1,78
KP_Exp_4_D8_A5,ASV_1,76
KP_Exp_4_D8_AVN1,ASV_1,12678
KP_Exp_4_D8_AVN2,ASV_1,571
KP_Exp_4_D8_AVN3,ASV_1,106
KP_Exp_4_D8_AVN4,ASV_1,38
KP_Exp_4_D8_C1,ASV_1,72295
KP_Exp_4_D8_C2,ASV_1,41255
KP_Exp_4_D8_C3,ASV_1,12958
KP_Exp_4_D8_C4,ASV_1,62486
KP_Exp_4_D8_C5,ASV_1,16803
KP_Exp_4_D8_Cp1,ASV_1,8
KP_Exp_4_D8_Cp2,ASV_1,6275
KP_Exp_4_D8_Cp3,ASV_1,63851
KP_Exp_4_D8_Cp4,ASV_1,19599
KP_Exp_4_D8_Cp5,ASV_1,138982
KP_Exp_4_D8_M1,ASV_1,11685
KP_Exp_4_D8_M2,ASV_1,5990
KP_Exp_4_D8_M3,ASV_1,33300
KP_Exp_4_D8_M4,ASV_1,5
KP_Exp_4_D8_M5,ASV_1,15778
KP_Exp_4_D8_V1,ASV_1,28
KP_Exp_4_D8_V2,ASV_1,114
KP_Exp_4_D8_V4,ASV_1,236
KP_Exp_3_D8_C1,ASV_2,62006
KP_Exp_3_D8_C2,ASV_2,4276
KP_Exp_3_D8_C3,ASV_2,19624
KP_Exp_3_D8_C4,ASV_2,6389
KP_Exp_3_D8_C5,ASV_2,10772
KP_Exp_3_D8_I1,ASV_2,963
KP_Exp_3_D8_I2,ASV_2,421
KP_Exp_3_D8_I3,ASV_2,221
KP_Exp_3_D8_I4,ASV_2,305
KP_Exp_3_D8_I5,ASV_2,1006
KP_Exp_4_D8_A1,ASV_2,1254
KP_Exp_4_D8_A2,ASV_2,176
KP_Exp_4_D8_A5,ASV_2,131
KP_Exp_4_D8_AVN1,ASV_2,5655
KP_Exp_4_D8_AVN2,ASV_2,1171
KP_Exp_4_D8_AVN3,ASV_2,181
KP_Exp_4_D8_AVN4,ASV_2,6492
KP_Exp_4_D8_C1,ASV_2,26423
KP_Exp_4_D8_C2,ASV_2,48965
KP_Exp_4_D8_C3,ASV_2,6751
KP_Exp_4_D8_C4,ASV_2,62015
KP_Exp_4_D8_C5,ASV_2,1562
KP_Exp_4_D8_Cp1,ASV_2,69326
KP_Exp_4_D8_Cp2,ASV_2,1940
KP_Exp_4_D8_Cp3,ASV_2,10507
KP_Exp_4_D8_Cp4,ASV_2,27816
KP_Exp_4_D8_Cp5,ASV_2,89777
KP_Exp_4_D8_M1,ASV_2,24772
KP_Exp_4_D8_M2,ASV_2,7325
KP_Exp_4_D8_M3,ASV_2,29642
KP_Exp_4_D8_M4,ASV_2,1302
KP_Exp_4_D8_M5,ASV_2,39168
KP_Exp_4_D8_V1,ASV_2,34
KP_Exp_4_D8_V2,ASV_2,234
KP_Exp_4_D8_V4,ASV_2,332
KP_Exp_3_D8_C1,ASV_3,5
KP_Exp_3_D8_C3,ASV_3,81
KP_Exp_3_D8_C4,ASV_3,3
KP_Exp_3_D8_C5,ASV_3,49
KP_Exp_3_D8_I1,ASV_3,19
KP_Exp_3_D8_I2,ASV_3,589
KP_Exp_3_D8_I4,ASV_3,17
KP_Exp_3_D8_I5,ASV_3,993
KP_Exp_4_D8_A1,ASV_3,43
KP_Exp_4_D8_A2,ASV_3,55
KP_Exp_4_D8_A5,ASV_3,14
KP_Exp_4_D8_AVN1,ASV_3,691
KP_Exp_4_D8_AVN2,ASV_3,371
KP_Exp_4_D8_AVN3,ASV_3,344
KP_Exp_4_D8_AVN4,ASV_3,56056
KP_Exp_4_D8_C2,ASV_3,46
KP_Exp_4_D8_C3,ASV_3,198
KP_Exp_4_D8_C4,ASV_3,2248
KP_Exp_4_D8_Cp1,ASV_3,9
KP_Exp_4_D8_Cp2,ASV_3,8
KP_Exp_4_D8_Cp3,ASV_3,15
KP_Exp_4_D8_Cp5,ASV_3,22
KP_Exp_4_D8_M1,ASV_3,44825
KP_Exp_4_D8_M2,ASV_3,49078
KP_Exp_4_D8_M3,ASV_3,119098
KP_Exp_4_D8_M4,ASV_3,90820
KP_Exp_4_D8_M5,ASV_3,186464
KP_Exp_4_D8_V2,ASV_3,55
KP_Exp_4_D8_V4,ASV_3,219
KP_Exp_3_D8_C1,ASV_4,20492
KP_Exp_3_D8_C2,ASV_4,262
KP_Exp_3_D8_C3,ASV_4,56987
KP_Exp_3_D8_C4,ASV_4,3181
KP_Exp_3_D8_C5,ASV_4,22310
KP_Exp_3_D8_I1,ASV_4,152
KP_Exp_3_D8_I2,ASV_4,101
KP_Exp_3_D8_I3,ASV_4,136
KP_Exp_3_D8_I4,ASV_4,35
KP_Exp_3_D8_I5,ASV_4,181
KP_Exp_4_D8_A1,ASV_4,559
KP_Exp_4_D8_A2,ASV_4,85
KP_Exp_4_D8_A5,ASV_4,45
KP_Exp_4_D8_AVN1,ASV_4,6643
KP_Exp_4_D8_AVN2,ASV_4,363
KP_Exp_4_D8_AVN3,ASV_4,70
KP_Exp_4_D8_AVN4,ASV_4,42
KP_Exp_4_D8_C1,ASV_4,32295
KP_Exp_4_D8_C2,ASV_4,39308
KP_Exp_4_D8_C3,ASV_4,15607
KP_Exp_4_D8_C4,ASV_4,27851
KP_Exp_4_D8_C5,ASV_4,5344
KP_Exp_4_D8_Cp1,ASV_4,6701
KP_Exp_4_D8_Cp2,ASV_4,2590
KP_Exp_4_D8_Cp3,ASV_4,16060
KP_Exp_4_D8_Cp4,ASV_4,13233
KP_Exp_4_D8_Cp5,ASV_4,3488
KP_Exp_4_D8_M1,ASV_4,5866
KP_Exp_4_D8_M2,ASV_4,1516
KP_Exp_4_D8_M3,ASV_4,7964
KP_Exp_4_D8_M4,ASV_4,2
KP_Exp_4_D8_M5,ASV_4,10499
KP_Exp_4_D8_V1,ASV_4,22
KP_Exp_4_D8_V2,ASV_4,138
KP_Exp_4_D8_V4,ASV_4,112
KP_Exp_3_D8_C1,ASV_5,7911
KP_Exp_3_D8_C2,ASV_5,2130
KP_Exp_3_D8_C3,ASV_5,40965
KP_Exp_3_D8_C4,ASV_5,2126
KP_Exp_3_D8_C5,ASV_5,15299
KP_Exp_3_D8_I1,ASV_5,558
KP_Exp_3_D8_I2,ASV_5,111
KP_Exp_3_D8_I3,ASV_5,62
KP_Exp_3_D8_I4,ASV_5,41
KP_Exp_3_D8_I5,ASV_5,100
KP_Exp_4_D8_A1,ASV_5,291
KP_Exp_4_D8_A2,ASV_5,69
KP_Exp_4_D8_A5,ASV_5,27
KP_Exp_4_D8_AVN1,ASV_5,4222
KP_Exp_4_D8_AVN2,ASV_5,203
KP_Exp_4_D8_AVN3,ASV_5,35
KP_Exp_4_D8_AVN4,ASV_5,17
KP_Exp_4_D8_C1,ASV_5,54113
KP_Exp_4_D8_C2,ASV_5,14289
KP_Exp_4_D8_C3,ASV_5,6544
KP_Exp_4_D8_C4,ASV_5,30004
KP_Exp_4_D8_C5,ASV_5,5048
KP_Exp_4_D8_Cp2,ASV_5,8
KP_Exp_4_D8_Cp3,ASV_5,6
KP_Exp_4_D8_Cp4,ASV_5,2
KP_Exp_4_D8_Cp5,ASV_5,11
KP_Exp_4_D8_M1,ASV_5,10311
KP_Exp_4_D8_M2,ASV_5,2323
KP_Exp_4_D8_M3,ASV_5,11543
KP_Exp_4_D8_M4,ASV_5,3
KP_Exp_4_D8_M5,ASV_5,20118
KP_Exp_4_D8_V1,ASV_5,6
KP_Exp_4_D8_V2,ASV_5,74
KP_Exp_4_D8_V4,ASV_5,72
KP_Exp_3_D8_C1,ASV_6,4085
KP_Exp_3_D8_C2,ASV_6,331
KP_Exp_3_D8_C3,ASV_6,18886
KP_Exp_3_D8_C4,ASV_6,133
KP_Exp_3_D8_C5,ASV_6,10819
KP_Exp_3_D8_I1,ASV_6,514
KP_Exp_3_D8_I2,ASV_6,440
KP_Exp_3_D8_I3,ASV_6,318
KP_Exp_3_D8_I4,ASV_6,2817
KP_Exp_3_D8_I5,ASV_6,1932
KP_Exp_4_D8_A1,ASV_6,106
KP_Exp_4_D8_A2,ASV_6,35
KP_Exp_4_D8_A5,ASV_6,12
KP_Exp_4_D8_AVN1,ASV_6,2130
KP_Exp_4_D8_AVN2,ASV_6,124
KP_Exp_4_D8_AVN3,ASV_6,31
KP_Exp_4_D8_AVN4,ASV_6,5
KP_Exp_4_D8_C1,ASV_6,33273
KP_Exp_4_D8_C2,ASV_6,10716
KP_Exp_4_D8_C3,ASV_6,2493
KP_Exp_4_D8_C4,ASV_6,15599
KP_Exp_4_D8_C5,ASV_6,7364
KP_Exp_4_D8_Cp2,ASV_6,2
KP_Exp_4_D8_Cp5,ASV_6,19
KP_Exp_4_D8_M1,ASV_6,5444
KP_Exp_4_D8_M2,ASV_6,877
KP_Exp_4_D8_M3,ASV_6,29403
KP_Exp_4_D8_M5,ASV_6,3913
KP_Exp_4_D8_V1,ASV_6,3
KP_Exp_4_D8_V2,ASV_6,35
KP_Exp_4_D8_V4,ASV_6,15
KP_Exp_3_D8_C1,ASV_7,10
KP_Exp_3_D8_C2,ASV_7,229
KP_Exp_3_D8_C3,ASV_7,230
KP_Exp_3_D8_C4,ASV_7,945
KP_Exp_3_D8_I1,ASV_7,339
KP_Exp_3_D8_I2,ASV_7,2045
KP_Exp_3_D8_I3,ASV_7,3109
KP_Exp_3_D8_I4,ASV_7,38
KP_Exp_3_D8_I5,ASV_7,238
KP_Exp_4_D8_A1,ASV_7,406
KP_Exp_4_D8_A2,ASV_7,215
KP_Exp_4_D8_A5,ASV_7,63
KP_Exp_4_D8_AVN1,ASV_7,7311
KP_Exp_4_D8_AVN2,ASV_7,594
KP_Exp_4_D8_AVN3,ASV_7,121
KP_Exp_4_D8_AVN4,ASV_7,56
KP_Exp_4_D8_C1,ASV_7,18809
KP_Exp_4_D8_C2,ASV_7,30024
KP_Exp_4_D8_C3,ASV_7,15419
KP_Exp_4_D8_C4,ASV_7,16373
KP_Exp_4_D8_C5,ASV_7,7444
KP_Exp_4_D8_Cp1,ASV_7,4
KP_Exp_4_D8_Cp5,ASV_7,5
KP_Exp_4_D8_M1,ASV_7,7991
KP_Exp_4_D8_M2,ASV_7,338
KP_Exp_4_D8_M3,ASV_7,9613
KP_Exp_4_D8_M4,ASV_7,13875
KP_Exp_4_D8_M5,ASV_7,12887
KP_Exp_4_D8_V1,ASV_7,24
KP_Exp_4_D8_V2,ASV_7,153
KP_Exp_4_D8_V4,ASV_7,88
KP_Exp_3_D8_C1,ASV_8,23
KP_Exp_3_D8_C2,ASV_8,8
KP_Exp_3_D8_C3,ASV_8,189
KP_Exp_3_D8_C4,ASV_8,15
KP_Exp_3_D8_C5,ASV_8,111
KP_Exp_3_D8_I1,ASV_8,7434
KP_Exp_3_D8_I2,ASV_8,39986
KP_Exp_3_D8_I3,ASV_8,3088
KP_Exp_3_D8_I4,ASV_8,7353
KP_Exp_3_D8_I5,ASV_8,39981
KP_Exp_4_D8_A1,ASV_8,1717
KP_Exp_4_D8_A2,ASV_8,2067
KP_Exp_4_D8_A5,ASV_8,2748
KP_Exp_4_D8_AVN1,ASV_8,10247
KP_Exp_4_D8_AVN2,ASV_8,925
KP_Exp_4_D8_AVN3,ASV_8,2316
KP_Exp_4_D8_AVN4,ASV_8,3234
KP_Exp_4_D8_C1,ASV_8,13
KP_Exp_4_D8_C2,ASV_8,16
KP_Exp_4_D8_C3,ASV_8,10
KP_Exp_4_D8_C4,ASV_8,55
KP_Exp_4_D8_Cp1,ASV_8,6
KP_Exp_4_D8_Cp3,ASV_8,6
KP_Exp_4_D8_Cp4,ASV_8,12
KP_Exp_4_D8_Cp5,ASV_8,20
KP_Exp_4_D8_M2,ASV_8,4
KP_Exp_4_D8_M3,ASV_8,15
KP_Exp_4_D8_M5,ASV_8,6
KP_Exp_4_D8_V1,ASV_8,1272
KP_Exp_4_D8_V2,ASV_8,2453
KP_Exp_4_D8_V4,ASV_8,15365
KP_Exp_3_D8_C1,ASV_9,29
KP_Exp_3_D8_C3,ASV_9,50
KP_Exp_3_D8_C5,ASV_9,204
KP_Exp_3_D8_I1,ASV_9,4738
KP_Exp_3_D8_I2,ASV_9,34686
KP_Exp_3_D8_I3,ASV_9,3043
KP_Exp_3_D8_I4,ASV_9,6578
KP_Exp_3_D8_I5,ASV_9,16627
KP_Exp_4_D8_A1,ASV_9,1965
KP_Exp_4_D8_A2,ASV_9,3840
KP_Exp_4_D8_A5,ASV_9,1453
KP_Exp_4_D8_AVN1,ASV_9,7807
KP_Exp_4_D8_AVN2,ASV_9,1572
KP_Exp_4_D8_AVN3,ASV_9,1539
KP_Exp_4_D8_AVN4,ASV_9,3511
KP_Exp_4_D8_C1,ASV_9,10
KP_Exp_4_D8_C2,ASV_9,6
KP_Exp_4_D8_C3,ASV_9,5
KP_Exp_4_D8_C4,ASV_9,19
KP_Exp_4_D8_Cp3,ASV_9,7
KP_Exp_4_D8_Cp4,ASV_9,6
KP_Exp_4_D8_Cp5,ASV_9,16
KP_Exp_4_D8_M1,ASV_9,3
KP_Exp_4_D8_M3,ASV_9,5
KP_Exp_4_D8_V1,ASV_9,1826
KP_Exp_4_D8_V2,ASV_9,5587
KP_Exp_4_D8_V4,ASV_9,6194
KP_Exp_3_D8_C1,ASV_10,18061
KP_Exp_3_D8_C2,ASV_10,2405
KP_Exp_3_D8_C3,ASV_10,26240
KP_Exp_3_D8_C4,ASV_10,155
KP_Exp_3_D8_C5,ASV_10,9277
KP_Exp_3_D8_I1,ASV_10,369
KP_Exp_3_D8_I2,ASV_10,94
KP_Exp_3_D8_I3,ASV_10,11
KP_Exp_3_D8_I4,ASV_10,58
KP_Exp_3_D8_I5,ASV_10,42
KP_Exp_4_D8_A1,ASV_10,107
KP_Exp_4_D8_A2,ASV_10,25
KP_Exp_4_D8_A5,ASV_10,13
KP_Exp_4_D8_AVN1,ASV_10,1273
KP_Exp_4_D8_AVN2,ASV_10,110
KP_Exp_4_D8_AVN4,ASV_10,9
KP_Exp_4_D8_C1,ASV_10,9321
KP_Exp_4_D8_C2,ASV_10,4342
KP_Exp_4_D8_C3,ASV_10,195
KP_Exp_4_D8_C4,ASV_10,11988
KP_Exp_4_D8_C5,ASV_10,241
KP_Exp_4_D8_Cp2,ASV_10,2262
KP_Exp_4_D8_Cp3,ASV_10,2665
KP_Exp_4_D8_Cp4,ASV_10,755
KP_Exp_4_D8_Cp5,ASV_10,4332
KP_Exp_4_D8_M2,ASV_10,111
KP_Exp_4_D8_M5,ASV_10,6758
KP_Exp_4_D8_V2,ASV_10,15
KP_Exp_4_D8_V4,ASV_10,14
KP_Exp_3_D8_C1,ASV_11,5512
KP_Exp_3_D8_C2,ASV_11,164
KP_Exp_3_D8_C3,ASV_11,10229
KP_Exp_3_D8_C4,ASV_11,8897
KP_Exp_3_D8_C5,ASV_11,11135
KP_Exp_3_D8_I1,ASV_11,48
KP_Exp_3_D8_I2,ASV_11,198
KP_Exp_3_D8_I3,ASV_11,88
KP_Exp_3_D8_I4,ASV_11,57
KP_Exp_3_D8_I5,ASV_11,783
KP_Exp_4_D8_A1,ASV_11,40
KP_Exp_4_D8_AVN1,ASV_11,120
KP_Exp_4_D8_AVN2,ASV_11,33
KP_Exp_4_D8_AVN4,ASV_11,967
KP_Exp_4_D8_C1,ASV_11,20809
KP_Exp_4_D8_C2,ASV_11,292
KP_Exp_4_D8_C3,ASV_11,950
KP_Exp_4_D8_C4,ASV_11,703
KP_Exp_4_D8_C5,ASV_11,548
KP_Exp_4_D8_Cp1,ASV_11,362
KP_Exp_4_D8_Cp2,ASV_11,4080
KP_Exp_4_D8_Cp3,ASV_11,2145
KP_Exp_4_D8_Cp4,ASV_11,2457
KP_Exp_4_D8_Cp5,ASV_11,15776
KP_Exp_4_D8_M1,ASV_11,3273
KP_Exp_4_D8_M3,ASV_11,96
KP_Exp_4_D8_M5,ASV_11,6999
KP_Exp_4_D8_V2,ASV_11,14
KP_Exp_4_D8_V4,ASV_11,7
KP_Exp_3_D8_C3,ASV_12,13
KP_Exp_3_D8_C5,ASV_12,15
KP_Exp_3_D8_I1,ASV_12,2802
KP_Exp_3_D8_I2,ASV_12,48713
KP_Exp_3_D8_I3,ASV_12,1202
KP_Exp_3_D8_I4,ASV_12,8034
KP_Exp_3_D8_I5,ASV_12,31557
KP_Exp_4_D8_A1,ASV_12,392
KP_Exp_4_D8_A2,ASV_12,37
KP_Exp_4_D8_A5,ASV_12,291
KP_Exp_4_D8_AVN1,ASV_12,524
KP_Exp_4_D8_AVN2,ASV_12,180
KP_Exp_4_D8_AVN3,ASV_12,367
KP_Exp_4_D8_AVN4,ASV_12,873
KP_Exp_4_D8_C3,ASV_12,4
KP_Exp_4_D8_Cp2,ASV_12,3
KP_Exp_4_D8_V1,ASV_12,27
KP_Exp_4_D8_V2,ASV_12,346
KP_Exp_4_D8_V4,ASV_12,1037
KP_Exp_3_D8_C3,ASV_13,36
KP_Exp_3_D8_C4,ASV_13,3
KP_Exp_3_D8_C5,ASV_13,31
KP_Exp_3_D8_I1,ASV_13,3080
KP_Exp_3_D8_I2,ASV_13,17905
KP_Exp_3_D8_I3,ASV_13,975
KP_Exp_3_D8_I4,ASV_13,5245
KP_Exp_3_D8_I5,ASV_13,12810
KP_Exp_4_D8_A1,ASV_13,3945
KP_Exp_4_D8_A2,ASV_13,3406
KP_Exp_4_D8_A5,ASV_13,2354
KP_Exp_4_D8_AVN1,ASV_13,4903
KP_Exp_4_D8_AVN2,ASV_13,1680
KP_Exp_4_D8_AVN3,ASV_13,2429
KP_Exp_4_D8_AVN4,ASV_13,9031
KP_Exp_4_D8_C1,ASV_13,18
KP_Exp_4_D8_C2,ASV_13,19
KP_Exp_4_D8_C4,ASV_13,14
KP_Exp_4_D8_C5,ASV_13,4
KP_Exp_4_D8_Cp2,ASV_13,11
KP_Exp_4_D8_Cp4,ASV_13,9
KP_Exp_4_D8_Cp5,ASV_13,19
KP_Exp_4_D8_M3,ASV_13,11
KP_Exp_4_D8_M4,ASV_13,8
KP_Exp_4_D8_M5,ASV_13,12
KP_Exp_4_D8_V1,ASV_13,1244
KP_Exp_4_D8_V2,ASV_13,8066
KP_Exp_4_D8_V4,ASV_13,7084
KP_Exp_3_D8_C1,ASV_14,38
KP_Exp_3_D8_C3,ASV_14,37
KP_Exp_3_D8_C5,ASV_14,32
KP_Exp_3_D8_I1,ASV_14,3687
KP_Exp_3_D8_I2,ASV_14,19964
KP_Exp_3_D8_I3,ASV_14,1171
KP_Exp_3_D8_I4,ASV_14,6211
KP_Exp_3_D8_I5,ASV_14,13662
KP_Exp_4_D8_A1,ASV_14,3270
KP_Exp_4_D8_A2,ASV_14,3019
KP_Exp_4_D8_A5,ASV_14,1972
KP_Exp_4_D8_AVN1,ASV_14,4257
KP_Exp_4_D8_AVN2,ASV_14,1473
KP_Exp_4_D8_AVN3,ASV_14,2151
KP_Exp_4_D8_AVN4,ASV_14,8074
KP_Exp_4_D8_C3,ASV_14,4
KP_Exp_4_D8_C4,ASV_14,14
KP_Exp_4_D8_Cp1,ASV_14,23
KP_Exp_4_D8_Cp3,ASV_14,12
KP_Exp_4_D8_Cp5,ASV_14,16
KP_Exp_4_D8_M1,ASV_14,4
KP_Exp_4_D8_V1,ASV_14,1161
KP_Exp_4_D8_V2,ASV_14,6653
KP_Exp_4_D8_V4,ASV_14,6382
KP_Exp_3_D8_C2,ASV_15,7
KP_Exp_3_D8_C3,ASV_15,75
KP_Exp_3_D8_C5,ASV_15,220
KP_Exp_3_D8_I2,ASV_15,28
KP_Exp_3_D8_I5,ASV_15,42
KP_Exp_4_D8_A1,ASV_15,147
KP_Exp_4_D8_A2,ASV_15,84
KP_Exp_4_D8_A5,ASV_15,40
KP_Exp_4_D8_AVN1,ASV_15,2226
KP_Exp_4_D8_AVN2,ASV_15,195
KP_Exp_4_D8_AVN3,ASV_15,131
KP_Exp_4_D8_AVN4,ASV_15,727
KP_Exp_4_D8_C1,ASV_15,86
KP_Exp_4_D8_C2,ASV_15,19289
KP_Exp_4_D8_C3,ASV_15,5130
KP_Exp_4_D8_C4,ASV_15,3252
KP_Exp_4_D8_C5,ASV_15,72
KP_Exp_4_D8_Cp3,ASV_15,3
KP_Exp_4_D8_Cp5,ASV_15,3055
KP_Exp_4_D8_M1,ASV_15,5013
KP_Exp_4_D8_M2,ASV_15,640
KP_Exp_4_D8_M3,ASV_15,219
KP_Exp_4_D8_M4,ASV_15,21363
KP_Exp_4_D8_M5,ASV_15,13245
KP_Exp_4_D8_V1,ASV_15,13
KP_Exp_4_D8_V2,ASV_15,49
KP_Exp_4_D8_V4,ASV_15,72
KP_Exp_3_D8_C1,ASV_16,4934
KP_Exp_3_D8_C2,ASV_16,1086
KP_Exp_3_D8_C3,ASV_16,22356
KP_Exp_3_D8_C4,ASV_16,1321
KP_Exp_3_D8_C5,ASV_16,7134
KP_Exp_3_D8_I1,ASV_16,241
KP_Exp_3_D8_I2,ASV_16,39
KP_Exp_3_D8_I3,ASV_16,38
KP_Exp_3_D8_I4,ASV_16,49
KP_Exp_3_D8_I5,ASV_16,58
KP_Exp_4_D8_A1,ASV_16,91
KP_Exp_4_D8_AVN1,ASV_16,1045
KP_Exp_4_D8_AVN2,ASV_16,44
KP_Exp_4_D8_C1,ASV_16,16324
KP_Exp_4_D8_C2,ASV_16,5368
KP_Exp_4_D8_C3,ASV_16,2106
KP_Exp_4_D8_C4,ASV_16,6279
KP_Exp_4_D8_C5,ASV_16,293
KP_Exp_4_D8_Cp5,ASV_16,2
KP_Exp_4_D8_M1,ASV_16,1244
KP_Exp_4_D8_M2,ASV_16,226
KP_Exp_4_D8_M3,ASV_16,501
KP_Exp_4_D8_M5,ASV_16,4130
KP_Exp_3_D8_C1,ASV_17,8315
KP_Exp_3_D8_C2,ASV_17,979
KP_Exp_3_D8_C3,ASV_17,16150
KP_Exp_3_D8_C4,ASV_17,3514
KP_Exp_3_D8_C5,ASV_17,10704
KP_Exp_3_D8_I1,ASV_17,151
KP_Exp_3_D8_I2,ASV_17,113
KP_Exp_3_D8_I3,ASV_17,73
KP_Exp_3_D8_I4,ASV_17,49
KP_Exp_3_D8_I5,ASV_17,199
KP_Exp_4_D8_A1,ASV_17,57
KP_Exp_4_D8_A2,ASV_17,25
KP_Exp_4_D8_A5,ASV_17,26
KP_Exp_4_D8_AVN1,ASV_17,591
KP_Exp_4_D8_AVN2,ASV_17,47
KP_Exp_4_D8_AVN3,ASV_17,12
KP_Exp_4_D8_AVN4,ASV_17,16
KP_Exp_4_D8_C1,ASV_17,522
KP_Exp_4_D8_C2,ASV_17,1075
KP_Exp_4_D8_C3,ASV_17,518
KP_Exp_4_D8_C4,ASV_17,5251
KP_Exp_4_D8_C5,ASV_17,2335
KP_Exp_4_D8_Cp1,ASV_17,639
KP_Exp_4_D8_Cp2,ASV_17,3139
KP_Exp_4_D8_Cp3,ASV_17,1471
KP_Exp_4_D8_Cp4,ASV_17,4729
KP_Exp_4_D8_Cp5,ASV_17,3260
KP_Exp_4_D8_M1,ASV_17,622
KP_Exp_4_D8_M2,ASV_17,122
KP_Exp_4_D8_M3,ASV_17,2538
KP_Exp_4_D8_M5,ASV_17,4306
KP_Exp_4_D8_V2,ASV_17,18
KP_Exp_3_D8_C1,ASV_18,5014
KP_Exp_3_D8_C2,ASV_18,776
KP_Exp_3_D8_C3,ASV_18,13947
KP_Exp_3_D8_C4,ASV_18,195
KP_Exp_3_D8_C5,ASV_18,26
KP_Exp_3_D8_I1,ASV_18,177
KP_Exp_3_D8_I4,ASV_18,16
KP_Exp_3_D8_I5,ASV_18,25
KP_Exp_4_D8_A1,ASV_18,54
KP_Exp_4_D8_A2,ASV_18,16
KP_Exp_4_D8_A5,ASV_18,21
KP_Exp_4_D8_AVN1,ASV_18,447
KP_Exp_4_D8_AVN2,ASV_18,42
KP_Exp_4_D8_C1,ASV_18,8955
KP_Exp_4_D8_C2,ASV_18,2631
KP_Exp_4_D8_C3,ASV_18,908
KP_Exp_4_D8_C4,ASV_18,3839
KP_Exp_4_D8_C5,ASV_18,647
KP_Exp_4_D8_Cp1,ASV_18,1375
KP_Exp_4_D8_Cp2,ASV_18,1575
KP_Exp_4_D8_Cp3,ASV_18,5314
KP_Exp_4_D8_Cp4,ASV_18,8058
KP_Exp_4_D8_Cp5,ASV_18,7446
KP_Exp_4_D8_M1,ASV_18,1014
KP_Exp_4_D8_M2,ASV_18,291
KP_Exp_4_D8_M3,ASV_18,882
KP_Exp_4_D8_M5,ASV_18,4815
KP_Exp_4_D8_V4,ASV_18,12
KP_Exp_3_D8_C3,ASV_19,13
KP_Exp_4_D8_AVN1,ASV_19,28
KP_Exp_4_D8_C1,ASV_19,11038
KP_Exp_4_D8_C4,ASV_19,7
KP_Exp_4_D8_Cp1,ASV_19,16772
KP_Exp_4_D8_Cp2,ASV_19,364
KP_Exp_4_D8_Cp3,ASV_19,3971
KP_Exp_4_D8_Cp4,ASV_19,3037
KP_Exp_4_D8_Cp5,ASV_19,17521
KP_Exp_4_D8_M1,ASV_19,4974
KP_Exp_4_D8_M5,ASV_19,8
KP_Exp_3_D8_C1,ASV_20,203
KP_Exp_3_D8_C2,ASV_20,21
KP_Exp_3_D8_C3,ASV_20,235
KP_Exp_3_D8_C4,ASV_20,91
KP_Exp_3_D8_C5,ASV_20,162
KP_Exp_3_D8_I5,ASV_20,8
KP_Exp_4_D8_A1,ASV_20,10
KP_Exp_4_D8_AVN1,ASV_20,67
KP_Exp_4_D8_AVN4,ASV_20,276
KP_Exp_4_D8_C1,ASV_20,3568
KP_Exp_4_D8_C2,ASV_20,1127
KP_Exp_4_D8_C3,ASV_20,105
KP_Exp_4_D8_C4,ASV_20,247
KP_Exp_4_D8_C5,ASV_20,18
KP_Exp_4_D8_Cp2,ASV_20,14214
KP_Exp_4_D8_Cp3,ASV_20,5645
KP_Exp_4_D8_Cp4,ASV_20,24895
KP_Exp_4_D8_Cp5,ASV_20,191
KP_Exp_4_D8_M2,ASV_20,55
KP_Exp_4_D8_M5,ASV_20,10
KP_Exp_4_D8_V4,ASV_20,12
KP_Exp_3_D8_C1,ASV_21,3450
KP_Exp_3_D8_C2,ASV_21,1705
KP_Exp_3_D8_C3,ASV_21,14947
KP_Exp_3_D8_C4,ASV_21,1983
KP_Exp_3_D8_C5,ASV_21,6800
KP_Exp_3_D8_I1,ASV_21,329
KP_Exp_3_D8_I2,ASV_21,213
KP_Exp_3_D8_I3,ASV_21,222
KP_Exp_3_D8_I4,ASV_21,41
KP_Exp_3_D8_I5,ASV_21,108
KP_Exp_4_D8_C1,ASV_21,3794
KP_Exp_4_D8_C2,ASV_21,24
KP_Exp_4_D8_C5,ASV_21,75
KP_Exp_4_D8_Cp1,ASV_21,915
KP_Exp_4_D8_Cp2,ASV_21,3270
KP_Exp_4_D8_Cp3,ASV_21,825
KP_Exp_4_D8_Cp4,ASV_21,7354
KP_Exp_4_D8_Cp5,ASV_21,1020
KP_Exp_3_D8_C1,ASV_22,5322
KP_Exp_3_D8_C2,ASV_22,662
KP_Exp_3_D8_C3,ASV_22,10432
KP_Exp_3_D8_C4,ASV_22,2244
KP_Exp_3_D8_C5,ASV_22,7069
KP_Exp_3_D8_I1,ASV_22,128
