SampleID	Acidobacteria	Actinobacteria	Bacteroidetes	Chlamydiae	Chloroflexi	Cyanobacteria	Deferribacteres	Deinococcus_Thermus	Dependentiae	Epsilonbacteraeota	Euryarchaeota	Firmicutes	Fusobacteria	Lentisphaerae	Patescibacteria	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Verrucomicrobia	unclassified
1379C	0	4961	1490	0	0	0	0	0	0	0	5	11302	2	0	0	0	18	0	0	0	3	0
1383A	0	873	11	0	0	0	0	0	0	0	0	15381	0	0	0	0	35	0	0	0	38	134
1383B	0	6149	78	0	0	0	0	0	0	0	0	12996	0	0	0	0	13	0	0	0	59	16
1385A	0	12208	165	0	0	0	0	0	0	0	0	64630	0	0	0	0	136	0	0	0	0	7
1387B	0	2133	212	0	0	0	0	0	0	0	0	34855	6	0	0	0	1543	0	0	0	0	0
1390E	0	6143	10130	0	0	3	0	0	0	0	0	10702	0	0	0	0	10	0	0	0	0	0
1391A	0	492	177	0	0	0	0	0	0	0	0	69253	0	0	0	0	4	0	0	0	0	0
1392A	0	16185	30	0	0	0	0	0	0	0	0	26903	0	0	0	0	220	0	0	0	32	248
1392B	0	72352	9	0	0	0	0	0	0	0	0	147144	0	0	0	0	251	0	0	0	8	327
1392L	0	136	25	0	0	531	0	0	0	0	0	15187	0	0	0	0	37411	0	0	0	0	106
1394H	0	1586	0	0	0	0	0	0	0	0	0	56259	0	0	0	0	242	0	0	0	2	57
1404A	0	4761	0	0	0	0	0	0	0	0	0	15123	6	0	0	0	112	0	0	0	5	35
1407R	0	1146	0	0	0	0	0	0	0	0	0	41942	0	0	0	0	614	0	0	0	0	39
1409A	0	35932	44	0	0	5	0	0	0	0	0	111267	0	0	7	0	6576	0	0	0	5	104
1409B	0	15098	37	0	0	0	0	0	0	0	0	32364	0	0	0	0	647	0	0	0	17	38
1409C	0	30684	3	0	0	5	0	0	0	0	0	107035	0	0	3	0	2960	0	0	0	0	287
1409D	0	15131	27	0	0	0	0	0	0	0	0	68091	0	0	3	0	272	0	0	0	0	58
1409E	0	15156	115	0	0	0	0	0	0	0	0	89858	0	0	8	0	50	0	0	0	4	19
1411C	0	2321	32	0	0	0	0	0	0	0	0	23748	0	0	38	0	142	0	0	0	0	12
1417B	0	109	9	0	0	0	0	0	0	0	0	2226	0	0	0	0	49	0	0	0	0	0
1418B	0	21403	10	0	0	0	0	0	0	0	0	35403	0	0	0	0	111	0	0	0	0	28
1418C	0	15933	1492	0	2	0	0	0	0	0	0	11871	0	0	5	0	3599	0	0	0	0	0
1418D	0	12739	7	0	0	0	0	0	0	0	0	16792	0	0	0	0	73	0	0	0	0	0
1421A	0	5019	6	0	0	0	0	0	0	0	0	16025	0	0	0	0	20	0	0	0	288	0
1421B	0	3938	5	0	0	0	0	0	0	0	0	14447	0	0	0	0	70	0	0	0	941	0
1421C	0	17061	24	0	0	0	0	0	0	0	0	34516	0	0	0	0	15	0	0	0	234	0
1421D	0	2028	12	0	0	0	0	0	0	0	0	13986	0	0	0	0	20	0	0	0	0	0
1423B	0	3212	66	0	0	0	0	0	0	0	0	62582	0	0	0	0	0	0	0	0	0	0
1429A	0	12779	172	0	0	0	0	0	0	0	20	33866	0	0	0	0	54	0	0	0	0	27
1430B	0	615	14	0	0	0	0	0	0	0	0	71978	0	0	0	0	11	0	0	0	0	0
1430D	0	3440	169	0	0	0	0	0	0	0	0	21689	0	0	0	0	0	0	0	0	216	0
1433C	0	8995	76	0	0	0	0	0	0	0	0	41000	0	0	0	0	4	0	0	0	0	0
1435A	0	4925	944	0	0	0	0	0	0	0	0	22593	0	0	0	0	20	0	0	0	0	0
1435B	0	310	3457	0	0	0	0	0	0	0	0	15502	17	0	0	0	468	0	0	0	0	0
1435D	0	4822	94	0	0	0	0	0	0	0	0	73127	0	0	0	0	6	0	0	0	0	0
1435F	0	347	534	0	0	0	0	0	0	0	0	22980	0	0	0	0	49	0	0	0	0	0
1435G	0	4503	271	0	0	0	0	0	0	0	0	67278	0	0	0	0	17	0	0	0	323	0
1436B	0	4004	1093	0	0	0	0	0	0	0	21	44773	0	0	0	0	244	0	0	0	36	0
1438F	0	1602	780	0	0	0	0	0	0	0	0	12821	0	0	0	0	11	0	0	0	2577	0
1440C	0	71	9	0	0	0	0	0	0	0	0	16436	0	0	0	0	147	0	0	0	0	0
1441A	0	2691	80	0	0	0	0	0	0	0	0	79279	0	0	0	0	4	0	0	0	0	0
1443K	0	316	65	0	0	10	0	0	0	0	0	33263	0	0	0	0	24	0	0	0	146	14
1447A	0	4685	3	0	0	0	0	0	0	0	0	10195	0	0	0	0	226	0	0	0	0	0
1448A	0	10812	57	0	0	0	0	0	0	0	0	48433	0	0	0	0	190	0	0	0	39	3
1455E	0	193	39	0	0	0	0	0	0	0	0	30397	0	0	0	0	314	0	0	0	11516	0
1455F	0	700	0	0	0	0	0	0	0	0	0	13916	0	0	0	0	65	0	0	0	4748	0
1455G	0	1082	92	0	0	0	0	0	0	0	0	17300	0	0	0	0	4	0	0	0	0	29
1464A	0	11837	174	0	0	0	0	0	0	0	0	23342	0	0	0	0	17	0	0	0	699	0
146A	0	25	36	0	0	0	0	0	0	0	0	5662	0	0	0	0	12	0	0	0	0	0
1474A	0	294	227	0	0	0	0	0	0	0	0	38264	0	0	0	0	4	0	0	0	422	0
1474C	0	8	0	0	0	0	0	0	0	0	0	4069	0	0	0	0	16	0	0	0	32	0
1474D	0	118	29	0	0	0	0	0	0	0	0	20779	0	0	0	0	10	0	0	0	534	0
1476A	0	822	276	0	0	0	0	0	0	0	0	30902	0	0	0	0	9	0	0	0	0	0
1483A	0	97	0	0	0	3	0	0	0	0	0	2165	0	0	0	0	0	0	0	0	10	0
1485A	0	1555	0	0	0	0	0	0	0	0	0	6082	0	0	0	0	246	0	0	0	0	0
1487A	0	71	8	0	0	0	0	0	0	0	0	55872	0	0	0	0	306	0	0	0	0	0
148C	0	2318	59	0	0	7	0	0	0	0	0	20014	0	0	0	0	39	0	0	0	416	0
1491F	0	159	854	0	0	36	0	0	0	0	0	7958	0	0	0	0	2376	0	0	0	0	1091
1494A	0	4038	449	0	0	0	0	0	0	0	0	59812	18	0	0	0	1358	0	0	0	0	0
1496H	0	1649	0	0	0	0	0	0	0	0	0	3409	0	0	0	0	0	0	0	0	183	0
1497A	0	15671	124	0	0	0	0	0	0	0	0	40616	0	0	0	0	327	0	0	0	6	0
1497B	0	1312	2	0	0	0	0	0	0	0	0	6306	0	0	0	0	24	0	0	0	0	0
1497D	0	244	0	0	0	0	0	0	0	0	0	21229	0	0	0	0	30	0	0	0	0	0
1498A	0	1306	150	0	0	0	0	0	0	0	0	74479	0	0	0	0	0	0	0	0	17	0
1498B	0	671	178	0	0	0	0	0	0	0	0	32834	0	0	0	0	4	0	3	0	135	0
1502A	0	109	0	0	0	0	0	0	0	0	0	2021	0	0	0	0	23	0	0	0	0	0
1504D	0	786	12	0	0	0	0	0	0	0	0	10015	0	0	0	0	8	0	0	0	0	0
1509A	0	5005	0	0	0	55	0	0	0	0	0	32051	0	0	0	0	27	0	0	0	4	0
1509B	0	1493	0	0	0	0	0	0	0	0	0	69498	0	0	0	0	406	0	0	0	3	0
1510A	0	10386	113	0	0	0	0	0	0	0	0	52483	0	0	0	0	101	0	0	0	0	0
1510B	0	695	14	0	0	0	0	0	0	0	0	59971	0	0	0	0	88	0	0	0	0	0
1510C	0	74	0	0	0	0	0	0	0	0	0	15713	0	0	0	0	60	0	0	0	0	0
1510D	0	526	96	0	0	0	0	0	0	0	0	40068	0	0	0	0	7	0	0	0	0	0
1514D	0	55942	83	0	0	0	0	0	0	0	0	44819	0	0	0	0	242	0	0	0	0	0
1520C	0	404	0	0	0	0	0	0	0	0	0	8530	0	0	0	0	0	0	0	0	0	0
1528BB	0	506	24	0	0	0	0	0	0	0	0	29127	0	0	0	0	366	0	0	0	408	0
1528CC	0	593	56	0	0	0	0	0	0	0	0	20545	0	0	0	0	274	0	0	0	3	0
1528DD	0	1807	14	0	0	0	0	0	0	0	0	27695	0	0	0	0	344	0	0	0	13	0
1528EE	0	1023	64	0	0	0	0	0	0	0	0	28629	0	0	0	0	1102	0	0	0	124	0
1532A	0	73	8080	0	0	0	0	0	0	0	0	33059	0	0	0	0	1423	0	0	0	4861	0
1532B	0	214	8063	0	0	0	0	0	0	0	0	33519	0	0	0	0	1365	0	0	0	6764	0
1532C	0	45	5753	0	0	0	0	0	0	0	0	37979	0	0	0	0	254	0	0	0	11884	0
1534A	0	327	12	0	0	0	0	0	0	0	0	10843	0	0	0	0	0	0	0	0	0	0
1538A	0	340	3	0	0	0	0	0	0	0	0	8255	0	0	0	0	0	0	0	0	3	0
1539F	0	3154	586	0	0	0	0	0	0	0	0	29294	0	0	0	0	0	0	0	0	3550	43
1541E	0	538	15	0	0	62	0	0	0	0	0	18976	0	0	6	0	47	0	0	0	8	0
1547A	0	246	0	0	0	2	0	0	0	0	0	10070	0	0	0	0	94	0	0	38	0	0
1548B	0	323	0	0	0	0	0	0	0	0	0	7617	0	0	0	0	9	0	0	0	0	0
154E	0	3	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	44	0	0	0	36	0
1553N	0	753	12	0	0	0	0	0	0	0	0	50176	0	0	0	0	8	0	0	0	0	0
1555A	0	7	29	0	0	0	0	0	0	0	3	13607	0	0	0	0	34	0	0	0	0	0
1555B	0	96	18	0	0	0	0	0	0	0	0	11143	0	0	0	0	12	0	0	0	0	0
1557FF	0	5602	2742	0	0	0	0	0	0	0	0	41213	0	0	0	0	151	0	0	0	0	0
1557GG	0	16864	30	0	0	0	0	0	0	0	0	80516	0	0	0	0	156	0	0	0	8	208
1558B	0	234	3	0	0	0	0	0	0	0	0	61405	0	0	0	0	2963	0	0	0	8691	0
1559A	0	642	4	0	0	0	0	0	0	0	0	6314	0	0	0	0	4	0	0	0	3	0
155B	0	30	4	0	0	0	0	0	0	0	0	10714	0	0	0	0	96	0	0	0	0	0
1562B	0	19184	0	0	0	0	0	0	0	6	0	47280	0	0	0	0	11	0	0	0	0	0
1562C	0	4337	8035	0	0	0	0	0	0	3	0	64696	0	0	0	0	9	0	0	0	0	0
1562D	0	2741	15765	0	0	0	0	0	0	0	0	38436	0	0	0	0	58	0	0	0	0	0
1566A	0	5902	15	0	0	0	0	0	0	0	0	49052	0	0	0	0	0	0	0	0	0	0
1566D	0	2071	316	0	0	0	0	0	0	0	0	37511	0	0	0	0	59	0	0	0	0	0
1566E	0	47	98	0	0	0	0	0	0	0	0	1463	0	0	0	0	8	0	0	0	0	0
1568A	0	711	483	0	0	0	0	0	0	0	0	58354	0	0	0	0	454	0	0	0	0	0
1574K	0	611	1031	0	0	0	0	0	0	0	0	32286	0	0	0	0	331	0	0	0	63	52
1577A	0	85	25	0	0	0	0	0	0	0	0	22499	0	0	0	0	25	0	0	0	78	25
1577B	0	3516	266	0	0	0	0	0	0	0	0	38412	0	0	0	0	15	0	0	0	209	0
1577C	0	3166	68	0	0	0	0	0	0	0	0	47870	0	0	0	0	13	0	0	0	76	5
1586B	0	7517	12	0	0	7	0	0	0	0	0	78872	0	0	0	0	25	0	0	0	16	3
1588A	0	176	7	0	0	0	0	0	0	0	0	17023	0	0	0	0	0	0	0	0	11	0
1589B	0	424	56	0	0	0	0	0	0	0	0	19850	0	0	0	0	4	0	0	0	2	0
1589D	0	822	38	0	0	0	0	0	0	0	0	34976	0	0	0	0	6	0	0	0	242	0
1589E	0	226	742	0	0	0	0	0	0	0	0	21831	0	0	0	0	24	0	0	0	28	0
1593C	0	77	97	0	0	0	0	0	0	0	0	24333	0	0	0	0	0	0	0	0	0	0
1600B	0	13100	0	0	0	0	0	0	0	0	0	115334	0	0	0	0	5	0	0	0	35	0
1600C	0	3656	46	0	0	0	0	0	0	0	0	37411	0	0	0	0	97	0	0	0	56	0
1600D	0	120	0	0	0	0	0	0	0	0	0	21028	0	0	0	0	0	0	0	0	0	0
1609A	0	20286	15	0	0	0	0	0	0	0	0	14555	0	0	0	0	27	0	0	0	836	0
1609B	0	10311	17	0	0	0	0	0	0	0	0	8853	0	0	0	0	11	0	0	0	198	0
1622O	0	2881	321	0	0	0	0	0	0	0	0	29611	0	0	0	0	8648	0	0	0	0	0
1632D	0	10	542	0	0	0	0	0	0	0	0	4126	0	0	0	0	4	0	0	0	0	0
1636A	0	346	0	0	0	0	0	0	0	0	0	39525	0	0	0	0	261	0	0	0	3032	0
1636B	0	1164	0	0	0	0	0	0	0	0	0	34719	0	0	0	0	175	0	0	0	135	0
1636C	0	2474	2	0	0	0	0	0	0	0	0	139641	0	0	0	0	169	0	0	0	5187	0
1636E	0	52	0	0	0	0	0	0	0	0	0	3651	0	0	0	0	39	0	0	0	3	0
1640B	0	134	132	0	0	0	0	0	0	0	0	35400	0	0	0	0	0	0	0	0	0	2
1640C	0	63	59	0	0	0	0	0	0	0	0	10232	0	0	0	0	0	0	0	0	0	0
1645A	0	741	183	0	0	0	0	0	0	0	0	32596	48	0	0	0	23	0	0	0	6217	0
1653A	0	15826	16	0	0	0	0	0	0	0	0	29536	0	0	0	0	52	0	0	0	1985	0
1653B	0	1976	5	0	0	0	0	0	0	0	0	24978	0	0	0	0	14	0	0	0	44	76
1657B	0	3582	22	0	0	0	0	0	0	0	0	9796	0	0	0	0	0	0	0	0	0	0
1657C	0	36241	32	0	0	0	0	0	0	0	0	36369	0	0	0	0	13	0	0	0	0	0
1660A	0	291	4952	0	0	0	0	0	0	0	0	19955	0	0	0	0	10	0	0	0	0	324
1662A	0	4123	3	0	0	0	0	0	0	0	0	39339	0	0	0	0	90	0	0	0	0	0
1666A	0	9613	356	0	0	0	0	0	0	0	0	146253	0	0	0	0	0	0	0	0	0	54
1666B	0	8085	412	0	0	0	0	0	0	0	0	168979	0	0	0	0	0	0	0	0	0	136
1669A	0	179	142	0	0	0	0	0	0	0	0	15077	0	0	0	0	10	0	0	0	122	0
168B	0	6	15	0	0	0	0	0	0	0	0	2261	0	0	0	0	11	0	0	0	0	0
1690B	0	110	0	0	0	0	0	0	0	0	0	998	0	0	0	0	10	0	0	0	2	0
1690J	0	20202	99	0	0	0	0	0	0	0	0	95386	0	0	0	0	18	0	0	0	2	0
1694A	0	27	1705	0	0	0	0	0	0	0	0	15352	0	0	0	0	0	0	0	0	0	9
1694B	0	418	1297	0	0	0	0	0	0	0	0	14114	0	0	0	0	1	0	0	0	0	8
1694D	0	82	122	0	0	0	0	0	0	0	0	8431	0	0	0	0	0	0	0	0	0	70
1697A	0	7112	2	0	0	0	0	0	0	0	0	39596	0	0	0	0	283	0	0	0	0	0
1701A	0	9661	0	0	0	0	0	0	0	0	0	10305	0	0	0	0	28	0	0	0	0	0
1701B	0	1423	298	0	0	0	0	0	0	0	0	22001	0	0	0	0	547	0	0	0	0	0
1701C	0	4941	5	0	0	0	0	0	0	0	0	19833	0	0	0	0	146	0	0	0	0	0
1720A	0	284	7	0	0	0	0	0	0	0	0	17751	0	0	0	0	0	0	0	0	0	0
1722B	0	50	107	0	0	0	0	0	0	0	0	3216	0	0	0	0	10	0	0	0	0	0
1726A	0	3912	6	0	0	0	0	0	0	0	0	16348	0	0	0	0	18	0	0	0	142	0
1744B	0	358	1156	0	0	0	0	0	0	0	0	17435	0	0	0	0	14	0	0	0	0	0
1744C	0	120	15	0	0	0	0	0	0	0	0	15411	0	0	0	0	112	0	0	0	2	0
1744D	0	644	4	0	0	0	0	0	0	0	0	14380	0	0	0	0	10	0	0	0	0	0
1755A	0	17441	59	0	0	0	0	0	0	0	0	104626	0	0	0	0	493	0	0	0	0	0
1755B	0	3850	28	0	0	0	0	0	0	0	0	75693	0	0	0	0	1216	0	0	0	0	0
1755C	0	1004	4	0	0	0	0	0	0	0	0	39540	0	0	0	0	54	0	0	0	0	0
1760A	0	1270	215	0	0	0	0	0	0	0	0	7058	0	0	0	0	1330	0	0	0	2687	0
1774A	0	23727	16	0	0	0	0	0	0	0	0	17501	0	0	0	0	3	0	0	0	3311	0
1774B	0	6089	120	0	0	0	0	0	0	0	0	42378	0	0	0	0	2	0	0	0	11	0
1786B	0	868	117	0	0	0	0	0	0	0	0	63268	0	0	0	0	0	0	0	0	0	0
1787A	0	66	48	0	0	0	0	0	0	0	0	10247	0	0	0	0	8	0	0	0	19	0
1789A	0	6165	79	0	0	0	0	0	0	0	0	134825	0	0	0	0	58	0	0	0	0	0
1796A	0	205	48	0	0	0	0	0	0	0	0	1313	0	0	0	0	5	0	0	0	2	4
1801A	0	161	3	0	0	2	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	23
1802B	0	545	206	0	0	0	0	0	0	0	0	59186	0	0	3	0	18	0	0	0	0	0
1804C	0	108	5	0	0	0	0	0	0	0	0	131954	0	0	0	0	7	0	0	0	5	116
1806A	0	346	0	0	0	0	0	0	0	0	0	35260	0	0	0	0	0	0	0	0	3	0
1812B	0	1309	0	0	0	12	0	0	0	0	0	44450	0	0	0	0	1182	0	0	0	0	0
1814C	0	7113	24	0	0	0	0	0	0	0	0	11902	0	0	0	0	2493	0	0	0	0	0
1819B	0	170	514	0	0	0	0	0	0	0	9	57030	0	0	0	0	29	0	0	0	21140	0
1819C	0	492	1448	0	0	0	0	0	0	0	0	61090	0	0	0	0	13	0	0	0	6388	0
1819D	0	657	40184	0	0	0	0	0	0	0	0	104805	0	0	0	0	402	0	0	0	5528	0
181A	0	73	0	0	0	0	0	0	0	0	0	11863	0	0	0	0	0	0	0	0	60	0
1841B	0	975	220	0	0	0	0	0	0	0	0	45212	0	0	0	0	8	0	0	0	10756	0
1843A	0	285	7	0	0	0	0	0	0	0	0	18229	0	0	0	0	53	0	0	0	0	0
1850B	0	63	6	0	0	0	0	0	0	0	0	6697	0	0	0	0	0	0	0	0	0	0
1850D	0	29	1816	0	0	0	0	0	0	0	0	12226	0	0	0	0	4	0	0	0	0	0
185A	0	186	0	0	0	0	0	0	0	0	0	11129	0	0	0	0	8	0	0	0	0	5
1865B	0	4847	12	0	0	0	0	0	0	0	11	46412	0	0	0	0	39	0	0	0	13	3
1866A	0	969	4009	0	0	0	0	0	0	0	0	138538	0	0	0	0	18897	0	0	0	0	2
1866B	0	216	870	0	0	0	0	0	0	0	0	99700	0	0	0	0	6000	0	0	0	0	0
1866C	0	1424	879	0	0	0	0	0	0	0	0	92713	0	0	0	0	529	0	0	0	0	0
1893H	0	8279	2	0	0	5	0	0	0	0	0	1818	0	0	0	0	4105	0	0	0	0	0
1905A	0	35131	30	0	0	0	0	0	0	0	0	60726	0	0	0	0	0	0	0	0	9	37
1905B	0	25153	899	0	0	0	0	0	0	0	0	113901	0	0	0	0	0	0	0	0	15	21
1906A	0	998	0	0	0	0	0	0	0	0	0	23956	0	0	0	0	27	0	0	0	3	0
1919N	0	8612	15	0	0	0	0	0	0	0	0	13671	0	0	0	0	96	0	0	0	41	0
1919R	0	13796	49	0	0	0	0	0	0	0	0	118398	3	0	0	0	616	0	0	0	32	0
1927A	0	27672	32	0	0	0	0	0	0	0	0	77064	0	0	0	0	52	0	0	0	49	1660
1931B	0	604	5	0	0	0	0	0	0	0	0	61790	0	0	0	0	12	0	0	0	518	0
1954A	0	375	0	0	0	0	0	0	0	0	0	48718	0	0	0	0	775	0	0	0	4	0
1954C	0	7724	42	0	0	0	0	0	0	0	0	81290	0	0	0	0	410	0	0	0	8	0
195A	0	825	328	0	0	0	0	0	0	0	3	27641	0	0	0	0	3536	0	30	0	4698	0
1964B	0	15201	38	0	0	0	0	0	0	0	0	46008	0	0	0	0	170	0	0	0	2	0
1964C	0	22089	63	0	0	0	0	0	0	0	0	76923	0	0	0	0	2278	0	0	0	0	0
1966H	0	2430	39	0	0	0	0	0	0	0	0	14861	275	0	0	0	147	14	5	0	31	0
1966I	0	17370	10	0	0	0	0	0	0	0	0	924	4	0	0	0	68	5	0	0	29	0
1977A	0	19	51	0	0	0	0	0	0	0	0	23359	0	0	0	0	200	0	0	0	0	0
1982A	0	14026	1201	0	0	0	0	0	0	0	0	55566	0	0	0	0	610	0	0	0	350	0
1982C	0	23630	665	0	0	0	0	0	0	0	0	118915	0	0	0	0	49	0	0	0	337	424
1994E	0	8119	569	0	0	159	0	0	0	0	142	97718	0	0	0	0	283	0	0	671	7719	297
1999C	0	3487	10	0	0	0	0	0	0	0	0	52389	0	0	0	0	11	0	0	0	17	73
2000A	0	3115	152	0	0	0	0	0	0	0	0	23464	0	0	0	0	35	0	0	76	5	0
2008A	0	204	194	0	0	0	0	0	0	0	0	8776	0	0	0	0	0	0	0	0	0	0
2009A	0	3547	47	0	0	0	0	0	0	0	0	17427	0	0	0	0	0	0	0	0	0	11
2010A	0	363	5692	0	0	0	0	0	0	0	0	47144	0	0	0	0	2870	0	1357	0	0	10
2017B	0	9227	25	0	7	1723	0	0	0	0	0	25400	0	0	0	0	4019	0	4	0	0	3884
2018A	0	9189	4	0	0	0	0	0	0	0	0	13619	0	0	0	0	4957	0	0	0	0	0
2023B	0	393	0	0	0	0	0	0	0	0	0	5467	0	0	0	0	0	0	0	0	2	0
2026A	0	23605	1497	0	0	0	0	0	0	0	0	47719	0	0	0	0	273	0	0	0	6	0
2033A	0	13998	221	0	0	0	0	0	0	0	0	63774	0	0	0	0	12	0	0	0	17	0
2040B	0	4305	172	0	0	0	0	0	0	0	0	39071	0	0	0	0	10	0	0	0	247	5
2052A	0	59837	3929	0	0	0	0	0	0	0	0	40669	0	0	0	0	2788	0	0	0	15713	0
206A	0	2577	504	0	0	0	0	0	0	0	0	30877	0	0	0	0	46	0	0	0	0	0
2071A	0	1963	180	0	0	8	0	0	0	0	0	113805	0	0	0	0	14	0	0	2820	24	12523
2071B	0	2495	44	0	0	0	0	0	0	0	0	53057	2	0	0	0	11	0	0	422	18	83719
2072D	0	41	2	0	0	0	0	0	0	0	0	2956	0	0	0	0	0	0	0	0	0	0
2081A	0	113	0	0	0	0	0	0	0	0	0	16195	0	0	0	0	934	0	0	0	0	0
2104B	0	320	3	0	0	0	0	0	0	0	12	5332	0	0	0	0	0	0	0	0	0	0
2106A	0	134	2	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	2	0
2109A	0	11362	53	0	0	0	0	0	0	0	0	62465	0	0	0	0	7	0	0	0	106	0
2109B	0	10522	583	0	0	0	0	0	0	0	0	66306	0	0	0	0	7	0	0	0	485	0
2120J	0	3003	825	0	0	7	0	0	0	0	0	79986	0	0	0	0	3750	0	0	22	6	0
2121A	0	7233	657	0	0	0	0	0	0	0	0	55417	0	0	0	0	636	0	0	0	0	0
2121B	0	8746	102	0	0	0	0	0	0	0	0	74004	0	0	0	0	557	0	0	0	0	0
2122A	0	7191	319	0	0	0	0	0	0	0	0	72977	0	0	0	0	8	0	0	0	1289	0
2122B	0	8820	273	0	0	0	0	0	0	0	0	49278	0	0	0	0	6	0	0	0	1098	0
2125A	0	58997	277	0	0	0	0	0	0	0	0	5494	0	0	0	0	555	0	0	0	0	0
2130A	0	4246	135	0	0	0	0	0	0	0	0	33583	0	0	0	0	12	0	0	0	2619	6
2136A	0	15097	358	0	0	0	0	0	0	0	0	90103	0	0	0	0	23	0	0	0	27	0
2140A	0	14896	0	0	0	0	0	0	0	0	0	63986	0	0	0	0	48	0	0	0	1464	0
2140B	0	30826	0	0	0	0	0	0	0	0	0	63968	0	0	0	0	21	0	0	0	189	0
2141B	0	97	9	0	0	0	0	0	0	0	0	23375	0	0	0	0	38	0	0	0	493	0
2142J	0	46	2	0	0	0	0	0	0	0	0	177070	0	0	0	0	110	0	0	0	74	78
2159A	0	96	0	0	0	0	0	0	0	0	0	51745	0	0	0	0	59	0	0	0	3	0
2160B	0	7264	45	0	0	0	0	0	0	0	0	87746	0	0	0	0	0	0	0	0	456	685
2182A	0	2930	148	0	0	2	0	0	0	0	0	128539	0	0	0	0	41	0	0	0	0	0
2182B	0	879	76	0	0	0	0	0	0	0	0	107102	0	0	0	0	61	0	0	0	0	0
2182E	0	143	84	0	0	0	0	0	0	0	0	65406	0	0	0	0	35	0	0	0	0	0
2182F	0	508	136	0	0	0	0	0	0	0	0	147914	0	0	0	0	16	0	0	0	0	0
2182G	0	623	110	0	0	0	0	0	0	0	0	104448	0	0	0	0	34	0	0	0	0	0
2196E	0	18	39	0	0	14	0	0	0	0	0	87980	40	0	0	0	10314	0	90	0	0	37
2199D	0	514	57	0	0	0	0	0	0	0	8	40410	0	0	0	0	4781	6	0	0	5	0
2199E	0	1864	12	0	0	1683	0	0	0	0	0	84475	2	0	0	0	944	0	0	0	4	0
226A	0	76	531	0	0	0	0	0	0	0	0	22778	0	0	0	0	420	0	0	0	3232	0
233A	0	1374	219	0	0	0	0	0	0	0	0	27156	0	0	0	0	15	0	0	0	160	0
233B	0	255	21	0	0	0	0	0	0	0	0	20036	5	0	0	0	0	0	0	0	10774	0
234A	0	40	859	0	0	0	0	0	0	0	0	34116	0	0	0	0	548	0	0	0	353	0
234B	0	78	28	0	0	0	0	0	0	0	0	13604	0	0	0	0	144	0	0	0	28	0
237B	0	34	2130	0	0	0	0	0	0	0	0	21815	0	0	0	0	28	0	0	0	7	0
240E	0	86	0	0	0	0	0	0	0	0	0	11652	0	0	0	0	72	0	0	0	128	0
240F	0	13	0	0	0	0	0	0	0	0	0	4048	0	0	0	0	4	0	0	0	13	0
240G	0	72	0	0	0	0	0	0	0	0	0	15336	0	0	0	0	160	0	0	0	510	0
243A	0	803	158	0	0	0	0	0	0	0	0	8812	0	0	0	0	29	0	0	0	56	0
243B	0	5145	0	0	0	0	0	0	0	0	0	11191	0	0	0	0	6	0	0	0	23	0
243C	0	44	466	0	0	0	0	0	0	0	0	4427	0	0	0	0	28	0	0	0	41	0
243D	0	52	17	0	0	0	0	0	0	0	0	1560	0	0	0	0	4	0	0	0	35	0
244A	0	2002	100	0	0	0	0	0	0	0	0	8415	0	0	0	0	31	0	0	0	207	0
248A	0	3187	0	0	0	0	0	0	0	0	0	17281	0	0	0	0	0	0	0	0	24	0
248F	0	529	13	0	0	0	0	0	0	0	0	4658	0	0	0	0	9	0	0	0	488	0
255A	0	167	269	0	0	0	0	0	0	0	0	14726	0	0	0	0	0	0	0	0	0	0
269C	0	65	15	0	0	0	0	0	0	0	0	10993	0	0	0	0	0	0	0	0	0	0
296A	0	234	62	0	0	0	0	0	0	0	0	14258	0	0	0	0	273	0	0	0	0	0
297I	0	451	0	0	0	0	0	0	0	0	0	8384	0	0	0	0	13	0	0	0	5	0
410E	0	294	5	0	0	0	0	0	0	0	0	5995	2	0	0	0	0	0	0	0	0	0
416A	0	70	65	0	0	0	0	0	0	0	0	5726	0	0	0	0	20	0	0	0	838	0
417C	0	224	43	0	0	0	0	0	0	0	0	7309	0	0	0	0	27	0	0	0	407	0
420D	0	264	22	0	0	0	0	0	0	0	0	9433	0	0	0	0	0	0	0	0	0	0
422A	0	477	8	0	0	0	0	0	0	0	0	15061	5	0	0	0	11	0	0	0	0	0
435A	0	67	13	0	0	0	0	0	0	0	20	4743	0	0	0	0	64	0	0	8	5	2040
436B	0	176	61	0	0	0	0	0	0	0	0	23089	6	0	0	0	27	0	0	0	49	0
446C	0	217	0	0	0	0	0	0	0	0	0	7897	0	0	0	0	6581	0	0	0	45	0
446D	0	20901	16	0	0	0	0	0	0	0	0	63348	0	0	0	0	186	0	0	0	4	0
446N	0	6586	364	0	0	0	0	0	0	0	0	15627	0	0	0	0	17	0	0	0	158	86
446Q	0	3903	0	0	0	0	0	0	0	0	0	19143	0	0	0	0	0	0	0	0	0	0
447A	0	824	3	0	0	0	0	0	0	0	0	15597	0	0	0	0	0	0	0	0	0	0
449A	0	0	703	0	0	0	0	0	0	0	0	7950	0	0	0	0	144	0	0	0	0	0
