SampleID	Acidobacteria	Actinobacteria	Bacteroidetes	Chlamydiae	Chloroflexi	Cyanobacteria	Deferribacteres	Deinococcus_Thermus	Dependentiae	Epsilonbacteraeota	Euryarchaeota	Firmicutes	Fusobacteria	Lentisphaerae	Patescibacteria	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Verrucomicrobia	unclassified
1186B	0	1.30961774504647	0.267403121164299	0	0	0	0	0	0	0	0	98.0646151148518	0.0153428020340172	0	0.00328774329300368	0	0.0328774329300368	0	0	0	0.174250394529195	0.132605646151149
1186C	0	9.71054077266502	11.2549423170666	0	0	0	0	0	0	0	0	78.8271523742466	0.0232124480621475	0	0.0177962101809797	0	0.0680898476489659	0	0	0	0.00386874134369124	0.0943972887860663
1186D	0	50.0731454390578	0.122217695640902	0	0	0	0	0	0	0	0	48.9305951631421	0.178697085293137	0	0.57312692122514	0	0.0879597051961039	0	0	0	0.00648124143550239	0.027776749009296
1186E	0	1.64094746379417	0.00575266420260883	0.00431449815195663	0	0.00862899630391325	0	0	0	0	0	98.2037306027354	0	0	0.0244488228610875	0	0.0834136309378281	0	0	0	0	0.0287633210130442
1186F	0	1.19755921194515	0.0101488068808911	0	0	0.0126860086011138	0	0	0	0	0	98.3076864526114	0	0	0.313344412447512	0	0.138277493752141	0	0	0	0	0.0202976137617821
1186G	0	1.97991104892309	0.0059967018140023	0.00299835090700115	0	0	0	0	0	0	0	97.8092049372845	0	0	0.0109939533256709	0	0.187896656838739	0.00299835090700115	0	0	0	0
1186H	0	3.1378912885222	0.00758311089541373	0	0	0	0	0	0	0	0	96.7165129822858	0	0	0	0	0.13801261829653	0	0	0	0	0
1186I	0	6.10412359745609	0.00315621695835372	0.0394527119794215	0	0	0	0	0	0	0	93.5455363201666	0	0	0.0173591932709454	0	0.290371960168542	0	0	0	0	0
1186J	0	19.6863707958862	0	0.0104234225887149	0	0	0	0	0	0	0	80.1213749652553	0	0	0	0	0.156351338830724	0	0	0	0	0.0254794774390809
1186K	0	38.4758797483104	0	0	0	0	0	0	0	0	0	61.5241202516896	0	0	0	0	0	0	0	0	0	0
