870A,-1.1276851,-0.11691887
FMT.0205A,-1.4991375,-1.7133954
868B,-2.563302,0.917931
1259D,-1.360787,-1.6151809
2121A,-3.509952,0.35821164
FMT.0072B,1.6586872,1.4614891
FMT.0083B,-2.6113732,1.1788548
FMT.0219B,-3.4485037,-1.0730833
229A,-2.4139721,1.141058
228A,-3.5395982,0.83885145
226A,-0.6127189,-0.8149154
FMT.0082A,-0.27444175,-1.3152878
238A,-2.0027988,0.1823447
1713A,-3.565868,-0.05417773
FMT.0222A,-2.4749181,-1.4465976
FMT.0017A,-1.3587033,-1.1887137
909A,-2.7682276,1.7073464
221A,-0.75224954,-1.9381795
904A,-2.5832453,1.5109696
FMT.0217B,-4.213239,-0.29631323
943A,-2.1037884,0.5707641
218A,-1.8802395,0.08891773
950A,-3.165308,-0.73029095
183A,-2.7303715,-1.520221
961A,-1.3196447,0.283445
1361A,-0.9552989,1.7992734
FMT.0204B,-0.48151255,-2.1363738
913A,-1.3831667,1.3195682
FMT.0061B,-3.291595,-1.2344526
1305C,0.10038387,-1.9765213
194A,-1.6023033,0.28237802
1818B,-3.2729192,-1.4572784
851A,-3.559447,-0.48021588
282A,-1.5296489,1.120615
1786A,-3.1868281,0.437511
1686A,-1.1351905,-0.5051673
FMT.0021A,-2.6409965,-1.5968628
1042A,-3.679185,-0.7972689
168A,-2.779379,-0.1175738
FMT.0092A,-1.9101208,-1.6271888
857A,-1.1203723,-0.26680744
277A,-1.6135855,0.17031054
1785A,-3.418183,0.72992533
280A,-2.7680738,-0.068634145
1901A,-1.7122536,0.44708025
1957A,-2.350586,-1.3577358
FMT.0093A,-1.7184834,-1.8244617
1902A,-2.992918,0.19869536
496A,-4.4893622,1.3083419
1080A,-3.3136601,0.051294316
FMT.0111B,-4.2630415,0.8932292
721A,-1.6212308,-0.7763071
1305D,0.43445802,-2.2957368
515A,-0.6501366,0.5167487
2150A,-2.5052536,-1.6666155
1806A,-2.9785903,1.0290533
FMT.0033B,1.9155352,4.667002
FMT.0075A,-2.992893,-1.3686296
1428C,0.2774653,-2.1487188
290A,-3.538102,-0.023560666
502A,-2.7655783,0.5849161
1574A,-2.8327546,-1.143677
224A,-1.6982977,-0.4010771
488A,-4.1145563,-0.44544038
751A,-1.1924424,1.0768101
1493A,-1.4407083,0.4769883
FMT.0219C,-3.5341759,-0.23702103
FMT.0048A,-1.9515929,-1.1737038
1249A,-3.282637,-0.26274863
923A,-2.150069,0.019773472
1008A,-2.8420837,1.2784965
FMT.0133A,-3.0894694,-1.6783174
2206A,-2.848614,-0.94712824
1822A,-2.6015813,-0.9633088
1713B,-2.845745,0.29149765
738A,-5.0477242,1.8939885
110A,-3.2864878,1.1493508
FMT.0128A,-1.3028688,-1.7578285
930A,-3.6904483,-0.0678778
1361B,-1.309131,1.2547952
2142A,-3.0337305,-1.56344
FMT.0034B,-4.086196,1.0846004
740A,-3.1205487,0.79777735
711A,-2.3424468,-0.40200543
2121B,-2.7636645,0.37896883
710B,-0.844419,0.5939902
FMT.0064C,-2.9990425,0.5303397
688A,-2.3265924,0.8221768
687A,-3.229771,-0.72358924
FMT.0139B,-0.4747187,0.9831842
1772A,-3.0923805,-1.6117969
617A,-4.398816,1.4195056
FMT.0016J,4.082138,1.8097241
1012,-3.59036,-0.7406415
1966B,-2.9641435,0.18011083
1443A,-3.0552738,-1.5886725
1196B,-1.5763805,1.1166399
1030,-3.4069633,-0.9189371
680B,4.32863,2.4644809
1785B,-3.0899904,1.0499712
608A,-3.109728,1.161133
FMT.0061C,-3.0897262,-1.1246687
1530A,2.4012644,1.3750455
679A,-3.6563776,-0.7712769
FMT.0145B,-3.1272411,2.6098971
1957B,-1.1898724,-0.380843
132A,-2.8190548,-0.06193889
FMT.0164A,-3.3213866,0.8017381
590A,-4.6720567,1.0584515
FMT.0014B,0.11048066,1.1474876
700A,0.18482544,0.98435056
1569A,6.1682973,1.3900499
2126A,-3.2071075,0.27212122
1993A,-3.820541,-0.19038893
665A,-3.6485739,-0.27604178
211A,-0.08539451,0.15168725
996A,-2.6984992,-0.50748837
2105A,-2.2120614,-0.8805046
552A,-4.099928,0.38425297
470A,2.9648156,6.664048
554A,-2.4959087,0.40166017
667A,-2.5577755,0.3778091
FMT.0114B,-3.1334167,-0.62794906
560A,-1.1730595,0.27383772
FMT.0067A,-0.063416265,-1.3643013
FMT.0158Y,-1.0311583,6.753358
FMT.0158C,-3.2241528,0.8613539
1759A,8.058459,1.5916504
1333A,-4.0416822,-0.6671586
FMT.0115A,-4.428178,1.1381811
1042B,-3.8135593,-0.39934906
1046B,-3.4867523,-0.2136586
114A,-3.1323524,-1.6815771
1642C,-2.8698468,-1.2595247
285A,0.91997725,0.5379668
809A,-3.212688,-1.2805485
1406A,-5.1408677,1.5896193
888A,-3.4613209,0.57240564
FMT.0186C,-4.7801843,1.6217492
1686B,-1.5081263,-0.18217926
771A,-2.7840252,-1.7625391
255A,-1.7353202,0.09270363
1380A,-2.564982,1.1583385
835D,-3.333097,1.0725156
112B,-2.5491414,1.3652605
254A,-4.12185,-0.12473097
FMT.0105C,-2.3441505,0.86326087
248A,-3.9883509,0.40181187
FMT.0199A,-1.8310044,-1.3332071
FMT.0212A,-2.306738,-1.5945132
439A,2.7368028,1.9647934
FMT.0200A,-1.7027217,-1.8489217
903A,-3.0893726,-1.3796755
1687A,-2.6954334,0.63528234
FMT.0211B,-4.2972183,0.11585456
